frame,timestamp,ID_1_x,ID_1_y,ID_1_dim1,ID_2_x,ID_2_y,ID_2_dim1
31,2026-02-11 09:27:27,390.29065444817564,201.09188106396778,0.0,541.4658313428406,366.4728168757271,0.0
32,2026-02-11 09:27:27,390.3049977637192,201.4479712720988,0.0,541.4658313428406,366.4728168757271,0.0
33,2026-02-11 09:27:27,390.29065444817564,201.09188106396778,0.0,541.0475166515457,366.02559301285294,0.0
34,2026-02-11 09:27:27,390.3049977637192,201.4479712720988,0.0,541.0475166515457,366.02559301285294,0.0
35,2026-02-11 09:27:27,390.6220176788624,201.44513667691237,0.0,540.9865895632539,365.5761649969469,0.0
36,2026-02-11 09:27:27,390.6364524308866,201.8014157644264,0.0,541.4047615371023,366.0231203794619,0.0
37,2026-02-11 09:27:27,390.6364524308866,201.8014157644264,0.0,541.4047615371023,366.0231203794619,0.0
38,2026-02-11 09:27:27,390.31934866200356,201.80424973096711,0.0,541.0475166515457,366.02559301285294,0.0
39,2026-02-11 09:27:27,390.6220176788624,201.44513667691237,0.0,541.0475166515457,366.02559301285294,0.0
40,2026-02-11 09:27:28,389.98798030007697,201.45080584536544,0.0,541.3437280260267,365.57369114428457,0.0
41,2026-02-11 09:27:28,390.6220176788624,201.44513667691237,0.0,541.0475166515457,366.02559301285294,0.0
42,2026-02-11 09:27:28,390.6220176788624,201.44513667691237,0.0,541.4658313428406,366.4728168757271,0.0
43,2026-02-11 09:27:28,390.31934866200356,201.80424973096711,0.0,541.4047615371023,366.0231203794619,0.0
44,2026-02-11 09:27:28,390.29065444817564,201.09188106396778,0.0,541.0475166515457,366.02559301285294,0.0
45,2026-02-11 09:27:28,390.3049977637192,201.4479712720988,0.0,541.4658313428406,366.4728168757271,0.0
46,2026-02-11 09:27:28,390.60759055391514,201.08904584119543,0.0,541.0475166515457,366.02559301285294,0.0
47,2026-02-11 09:27:28,390.3049977637192,201.4479712720988,0.0,540.6902748733585,366.0280656247367,0.0
48,2026-02-11 09:27:28,390.29065444817564,201.09188106396778,0.0,540.7511317084922,366.47775967868796,0.0
49,2026-02-11 09:27:28,390.31934866200356,201.80424973096711,0.0,540.3330362024999,366.0305382151134,0.0
50,2026-02-11 09:27:28,,,,541.0475166515457,366.02559301285294,0.0
51,2026-02-11 09:27:29,390.31934866200356,201.80424973096711,0.0,541.4658313428406,366.4728168757271,0.0
52,2026-02-11 09:27:29,390.31934866200356,201.80424973096711,0.0,541.4047615371023,366.0231203794619,0.0
53,2026-02-11 09:27:29,390.6220176788624,201.44513667691237,0.0,541.4658313428406,366.4728168757271,0.0
54,2026-02-11 09:27:29,391.2560648637652,201.43946742077907,0.0,541.4047615371023,366.0231203794619,0.0
55,2026-02-11 09:27:29,390.31934866200356,201.80424973096711,0.0,541.4047615371023,366.0231203794619,0.0
56,2026-02-11 09:27:29,390.60759055391514,201.08904584119543,0.0,541.0475166515457,366.02559301285294,0.0
57,2026-02-11 09:27:29,390.6220176788624,201.44513667691237,0.0,541.4047615371023,366.0231203794619,0.0
58,2026-02-11 09:27:29,390.29065444817564,201.09188106396778,0.0,540.7511317084922,366.47775967868796,0.0
59,2026-02-11 09:27:29,390.6220176788624,201.44513667691237,0.0,541.0475166515457,366.02559301285294,0.0
60,2026-02-11 09:27:30,390.6220176788624,201.44513667691237,0.0,540.9865895632539,365.5761649969469,0.0
61,2026-02-11 09:27:30,390.6220176788624,201.44513667691237,0.0,541.3437280260267,365.57369114428457,0.0
62,2026-02-11 09:27:30,390.31934866200356,201.80424973096711,0.0,541.0475166515457,366.02559301285294,0.0
63,2026-02-11 09:27:30,390.6220176788624,201.44513667691237,0.0,541.4047615371023,366.0231203794619,0.0
64,2026-02-11 09:27:30,390.3049977637192,201.4479712720988,0.0,541.4047615371023,366.0231203794619,0.0
65,2026-02-11 09:27:30,390.9390400455349,201.44230205980585,0.0,541.0475166515457,366.02559301285294,0.0
66,2026-02-11 09:27:30,390.6364524308866,201.8014157644264,0.0,541.4658313428406,366.4728168757271,0.0
67,2026-02-11 09:27:30,390.6364524308866,201.8014157644264,0.0,541.4047615371023,366.0231203794619,0.0
68,2026-02-11 09:27:30,390.6220176788624,201.44513667691237,0.0,541.1084799710566,366.4752882879591,0.0
69,2026-02-11 09:27:30,390.3049977637192,201.4479712720988,0.0,541.4047615371023,366.0231203794619,0.0
70,2026-02-11 09:27:30,390.60759055391514,201.08904584119543,0.0,541.4658313428406,366.4728168757271,0.0
71,2026-02-11 09:27:31,390.6364524308866,201.8014157644264,0.0,541.0475166515457,366.02559301285294,0.0
72,2026-02-11 09:27:31,390.6220176788624,201.44513667691237,0.0,541.4047615371023,366.0231203794619,0.0
73,2026-02-11 09:27:31,390.31934866200356,201.80424973096711,0.0,541.4047615371023,366.0231203794619,0.0
74,2026-02-11 09:27:31,390.6364524308866,201.8014157644264,0.0,541.0475166515457,366.02559301285294,0.0
75,2026-02-11 09:27:31,390.60759055391514,201.08904584119543,0.0,540.5686696741888,365.12947905059156,0.0
76,2026-02-11 09:27:31,390.9390400455349,201.44230205980585,0.0,540.9865895632539,365.5761649969469,0.0
77,2026-02-11 09:27:31,390.6220176788624,201.44513667691237,0.0,541.3437280260267,365.57369114428457,0.0
78,2026-02-11 09:27:31,390.3049977637192,201.4479712720988,0.0,541.4047615371023,366.0231203794619,0.0
79,2026-02-11 09:27:31,,,,540.3330362024999,366.0305382151134,0.0
80,2026-02-11 09:27:31,390.60759055391514,201.08904584119543,0.0,541.4047615371023,366.0231203794619,0.0
81,2026-02-11 09:27:31,390.6220176788624,201.44513667691237,0.0,541.4047615371023,366.0231203794619,0.0
82,2026-02-11 09:27:32,390.3049977637192,201.4479712720988,0.0,541.4047615371023,366.0231203794619,0.0
83,2026-02-11 09:27:32,390.6220176788624,201.44513667691237,0.0,,,
84,2026-02-11 09:27:32,390.95355865259563,201.79858177596472,0.0,,,
85,2026-02-11 09:27:32,390.31934866200356,201.80424973096711,0.0,541.0475166515457,366.02559301285294,0.0
86,2026-02-11 09:27:32,390.31934866200356,201.80424973096711,0.0,,,
87,2026-02-11 09:27:32,390.92452910988834,201.08621059650403,0.0,541.0475166515457,366.02559301285294,0.0
88,2026-02-11 09:27:32,389.98798030007697,201.45080584536544,0.0,540.9865895632539,365.5761649969469,0.0
89,2026-02-11 09:27:32,390.3337071490432,202.16071658989324,0.0,541.4047615371023,366.0231203794619,0.0
90,2026-02-11 09:27:32,390.3049977637192,201.4479712720988,0.0,541.4047615371023,366.0231203794619,0.0
91,2026-02-11 09:27:32,390.6220176788624,201.44513667691237,0.0,541.0475166515457,366.02559301285294,0.0
92,2026-02-11 09:27:32,390.31934866200356,201.80424973096711,0.0,541.4047615371023,366.0231203794619,0.0
93,2026-02-11 09:27:32,,,,,,
94,2026-02-11 09:27:33,390.60759055391514,201.08904584119543,0.0,541.1084799710566,366.4752882879591,0.0
95,2026-02-11 09:27:33,390.31934866200356,201.80424973096711,0.0,541.7008695943605,365.57121727011025,0.0
96,2026-02-11 09:27:33,390.95355865259563,201.79858177596472,0.0,541.4047615371023,366.0231203794619,0.0
97,2026-02-11 09:27:33,,,,541.4047615371023,366.0231203794619,0.0
98,2026-02-11 09:27:33,390.9390400455349,201.44230205980585,0.0,541.4658313428406,366.4728168757271,0.0
99,2026-02-11 09:27:33,390.6364524308866,201.8014157644264,0.0,541.4047615371023,366.0231203794619,0.0
100,2026-02-11 09:27:33,390.6220176788624,201.44513667691237,0.0,540.9865895632539,365.5761649969469,0.0
101,2026-02-11 09:27:33,390.3049977637192,201.4479712720988,0.0,541.0475166515457,366.02559301285294,0.0
102,2026-02-11 09:27:33,390.3049977637192,201.4479712720988,0.0,540.9865895632539,365.5761649969469,0.0
103,2026-02-11 09:27:33,390.9390400455349,201.44230205980585,0.0,541.0475166515457,366.02559301285294,0.0
104,2026-02-11 09:27:33,390.29065444817564,201.09188106396778,0.0,541.3437280260267,365.57369114428457,0.0
105,2026-02-11 09:27:34,389.98798030007697,201.45080584536544,0.0,541.0475166515457,366.02559301285294,0.0
106,2026-02-11 09:27:34,390.31934866200356,201.80424973096711,0.0,541.0475166515457,366.02559301285294,0.0
107,2026-02-11 09:27:34,390.95355865259563,201.79858177596472,0.0,541.4047615371023,366.0231203794619,0.0
108,2026-02-11 09:27:34,390.9390400455349,201.44230205980585,0.0,541.4047615371023,366.0231203794619,0.0
109,2026-02-11 09:27:34,,,,541.4658313428406,366.4728168757271,0.0
110,2026-02-11 09:27:34,390.6364524308866,201.8014157644264,0.0,541.3437280260267,365.57369114428457,0.0
111,2026-02-11 09:27:34,390.3049977637192,201.4479712720988,0.0,541.4047615371023,366.0231203794619,0.0
112,2026-02-11 09:27:34,390.3049977637192,201.4479712720988,0.0,541.4658313428406,366.4728168757271,0.0
113,2026-02-11 09:27:34,390.9390400455349,201.44230205980585,0.0,540.9865895632539,365.5761649969469,0.0
114,2026-02-11 09:27:34,390.3049977637192,201.4479712720988,0.0,541.0475166515457,366.02559301285294,0.0
115,2026-02-11 09:27:34,390.6364524308866,201.8014157644264,0.0,540.6902748733585,366.0280656247367,0.0
116,2026-02-11 09:27:35,390.60759055391514,201.08904584119543,0.0,541.4047615371023,366.0231203794619,0.0
117,2026-02-11 09:27:35,,,,541.0475166515457,366.02559301285294,0.0
118,2026-02-11 09:27:35,,,,541.0475166515457,366.02559301285294,0.0
119,2026-02-11 09:27:35,390.6508948160376,202.1578832530595,0.0,541.4047615371023,366.0231203794619,0.0
120,2026-02-11 09:27:35,390.3049977637192,201.4479712720988,0.0,541.4047615371023,366.0231203794619,0.0
121,2026-02-11 09:27:35,390.6220176788624,201.44513667691237,0.0,541.0475166515457,366.02559301285294,0.0
122,2026-02-11 09:27:35,390.29065444817564,201.09188106396778,0.0,541.1084799710566,366.4752882879591,0.0
123,2026-02-11 09:27:35,390.3049977637192,201.4479712720988,0.0,541.0475166515457,366.02559301285294,0.0
124,2026-02-11 09:27:35,,,,541.4047615371023,366.0231203794619,0.0
125,2026-02-11 09:27:35,390.6220176788624,201.44513667691237,0.0,541.4047615371023,366.0231203794619,0.0
126,2026-02-11 09:27:35,390.92452910988834,201.08621059650403,0.0,540.6294542060016,365.5786388280978,0.0
127,2026-02-11 09:27:36,390.9390400455349,201.44230205980585,0.0,540.9865895632539,365.5761649969469,0.0
128,2026-02-11 09:27:36,390.3049977637192,201.4479712720988,0.0,541.4047615371023,366.0231203794619,0.0
129,2026-02-11 09:27:36,390.95355865259563,201.79858177596472,0.0,541.1084799710566,366.4752882879591,0.0
130,2026-02-11 09:27:36,390.31934866200356,201.80424973096711,0.0,541.4047615371023,366.0231203794619,0.0
131,2026-02-11 09:27:36,390.9390400455349,201.44230205980585,0.0,,,
132,2026-02-11 09:27:36,390.31934866200356,201.80424973096711,0.0,541.1084799710566,366.4752882879591,0.0
133,2026-02-11 09:27:36,390.31934866200356,201.80424973096711,0.0,541.4047615371023,366.0231203794619,0.0
134,2026-02-11 09:27:36,390.6364524308866,201.8014157644264,0.0,541.0475166515457,366.02559301285294,0.0
135,2026-02-11 09:27:36,390.6364524308866,201.8014157644264,0.0,541.4047615371023,366.0231203794619,0.0
136,2026-02-11 09:27:36,390.6220176788624,201.44513667691237,0.0,540.6294542060016,365.5786388280978,0.0
137,2026-02-11 09:27:36,390.3049977637192,201.4479712720988,0.0,,,
138,2026-02-11 09:27:37,390.6364524308866,201.8014157644264,0.0,,,
139,2026-02-11 09:27:37,390.31934866200356,201.80424973096711,0.0,,,
140,2026-02-11 09:27:37,390.60759055391514,201.08904584119543,0.0,541.1694795541142,366.9252510607306,0.0
141,2026-02-11 09:27:37,389.97372079264153,201.09471626482127,0.0,541.4047615371023,366.0231203794619,0.0
142,2026-02-11 09:27:37,390.9390400455349,201.44230205980585,0.0,541.3437280260267,365.57369114428457,0.0
143,2026-02-11 09:27:37,390.002247345918,201.80708367558714,0.0,540.6902748733585,366.0280656247367,0.0
144,2026-02-11 09:27:37,390.31934866200356,201.80424973096711,0.0,,,
145,2026-02-11 09:27:37,390.002247345918,201.80708367558714,0.0,540.6902748733585,366.0280656247367,0.0
146,2026-02-11 09:27:37,390.2763187093645,200.73597895741133,0.0,,,
147,2026-02-11 09:27:37,390.60759055391514,201.08904584119543,0.0,541.4047615371023,366.0231203794619,0.0
148,2026-02-11 09:27:38,390.3049977637192,201.4479712720988,0.0,541.0475166515457,366.02559301285294,0.0
149,2026-02-11 09:27:38,390.60759055391514,201.08904584119543,0.0,,,
150,2026-02-11 09:27:38,,,,540.6902748733585,366.0280656247367,0.0
151,2026-02-11 09:27:38,390.3049977637192,201.4479712720988,0.0,541.4658313428406,366.4728168757271,0.0
152,2026-02-11 09:27:38,,,,540.2116437781187,365.13195407760907,0.0
153,2026-02-11 09:27:38,390.60759055391514,201.08904584119543,0.0,541.4047615371023,366.0231203794619,0.0
154,2026-02-11 09:27:38,390.31934866200356,201.80424973096711,0.0,541.0475166515457,366.02559301285294,0.0
155,2026-02-11 09:27:38,390.6220176788624,201.44513667691237,0.0,541.0475166515457,366.02559301285294,0.0
156,2026-02-11 09:27:38,390.60759055391514,201.08904584119543,0.0,541.4047615371023,366.0231203794619,0.0
157,2026-02-11 09:27:38,390.9390400455349,201.44230205980585,0.0,,,
158,2026-02-11 09:27:38,390.95355865259563,201.79858177596472,0.0,540.9865895632539,365.5761649969469,0.0
159,2026-02-11 09:27:39,390.3049977637192,201.4479712720988,0.0,541.4047615371023,366.0231203794619,0.0
160,2026-02-11 09:27:39,390.6364524308866,201.8014157644264,0.0,541.4658313428406,366.4728168757271,0.0
161,2026-02-11 09:27:39,390.6508948160376,202.1578832530595,0.0,541.0475166515457,366.02559301285294,0.0
162,2026-02-11 09:27:39,390.6364524308866,201.8014157644264,0.0,541.0475166515457,366.02559301285294,0.0
163,2026-02-11 09:27:39,389.98798030007697,201.45080584536544,0.0,541.4047615371023,366.0231203794619,0.0
164,2026-02-11 09:27:39,390.3049977637192,201.4479712720988,0.0,541.4047615371023,366.0231203794619,0.0
165,2026-02-11 09:27:39,390.6220176788624,201.44513667691237,0.0,541.4047615371023,366.0231203794619,0.0
166,2026-02-11 09:27:39,390.6364524308866,201.8014157644264,0.0,,,
167,2026-02-11 09:27:39,390.31934866200356,201.80424973096711,0.0,540.2723219542291,365.58111263773736,0.0
168,2026-02-11 09:27:39,,,,,,
169,2026-02-11 09:27:39,,,,,,
170,2026-02-11 09:27:39,,,,,,
171,2026-02-11 09:27:40,,,,,,
172,2026-02-11 09:27:40,,,,,,
173,2026-02-11 09:27:40,389.98798030007697,201.45080584536544,0.0,541.4658313428406,366.4728168757271,0.0
174,2026-02-11 09:27:40,390.31934866200356,201.80424973096711,0.0,541.4658313428406,366.4728168757271,0.0
175,2026-02-11 09:27:40,390.6220176788624,201.44513667691237,0.0,541.4658313428406,366.4728168757271,0.0
176,2026-02-11 09:27:40,390.6364524308866,201.8014157644264,0.0,541.4047615371023,366.0231203794619,0.0
177,2026-02-11 09:27:40,390.6364524308866,201.8014157644264,0.0,541.0475166515457,366.02559301285294,0.0
178,2026-02-11 09:27:40,390.3049977637192,201.4479712720988,0.0,540.9256986738917,365.1270040020586,0.0
179,2026-02-11 09:27:40,390.6508948160376,202.1578832530595,0.0,541.1084799710566,366.4752882879591,0.0
180,2026-02-11 09:27:40,390.6364524308866,201.8014157644264,0.0,541.1084799710566,366.4752882879591,0.0
181,2026-02-11 09:27:40,390.6364524308866,201.8014157644264,0.0,541.1084799710566,366.4752882879591,0.0
182,2026-02-11 09:27:41,390.6364524308866,201.8014157644264,0.0,540.9865895632539,365.5761649969469,0.0
183,2026-02-11 09:27:41,390.6364524308866,201.8014157644264,0.0,541.0475166515457,366.02559301285294,0.0
184,2026-02-11 09:27:41,390.9390400455349,201.44230205980585,0.0,541.1084799710566,366.4752882879591,0.0
185,2026-02-11 09:27:41,390.6364524308866,201.8014157644264,0.0,541.4658313428406,366.4728168757271,0.0
186,2026-02-11 09:27:41,390.6364524308866,201.8014157644264,0.0,540.6294542060016,365.5786388280978,0.0
187,2026-02-11 09:27:41,390.6364524308866,201.8014157644264,0.0,541.4658313428406,366.4728168757271,0.0
188,2026-02-11 09:27:41,390.3049977637192,201.4479712720988,0.0,541.1084799710566,366.4752882879591,0.0
189,2026-02-11 09:27:41,390.6220176788624,201.44513667691237,0.0,541.4658313428406,366.4728168757271,0.0
190,2026-02-11 09:27:41,390.6364524308866,201.8014157644264,0.0,541.1084799710566,366.4752882879591,0.0
191,2026-02-11 09:27:41,389.97372079264153,201.09471626482127,0.0,541.4658313428406,366.4728168757271,0.0
192,2026-02-11 09:27:41,389.98798030007697,201.45080584536544,0.0,541.0475166515457,366.02559301285294,0.0
193,2026-02-11 09:27:42,390.6220176788624,201.44513667691237,0.0,541.0475166515457,366.02559301285294,0.0
194,2026-02-11 09:27:42,390.29065444817564,201.09188106396778,0.0,540.6294542060016,365.5786388280978,0.0
195,2026-02-11 09:27:42,390.3049977637192,201.4479712720988,0.0,541.4047615371023,366.0231203794619,0.0
196,2026-02-11 09:27:42,390.2333568933383,199.66939975792374,0.0,541.4047615371023,366.0231203794619,0.0
197,2026-02-11 09:27:42,389.98798030007697,201.45080584536544,0.0,541.0475166515457,366.02559301285294,0.0
198,2026-02-11 09:27:42,390.29065444817564,201.09188106396778,0.0,541.0475166515457,366.02559301285294,0.0
199,2026-02-11 09:27:42,390.96808493715554,202.15504989430386,0.0,541.1084799710566,366.4752882879591,0.0
200,2026-02-11 09:27:42,390.6364524308866,201.8014157644264,0.0,541.1084799710566,366.4752882879591,0.0
201,2026-02-11 09:27:42,390.002247345918,201.80708367558714,0.0,541.4658313428406,366.4728168757271,0.0
202,2026-02-11 09:27:42,390.6364524308866,201.8014157644264,0.0,541.4047615371023,366.0231203794619,0.0
203,2026-02-11 09:27:42,390.3049977637192,201.4479712720988,0.0,541.0475166515457,366.02559301285294,0.0
204,2026-02-11 09:27:42,390.578759161084,200.37742832865396,0.0,541.4658313428406,366.4728168757271,0.0
205,2026-02-11 09:27:43,390.54995820412245,199.66656203537806,0.0,541.4047615371023,366.0231203794619,0.0
206,2026-02-11 09:27:43,,,,540.6294542060016,365.5786388280978,0.0
207,2026-02-11 09:27:43,390.219051401501,199.31424856918588,0.0,540.6294542060016,365.5786388280978,0.0
208,2026-02-11 09:27:43,390.6220176788624,201.44513667691237,0.0,541.7620095300686,366.02064772456316,0.0
209,2026-02-11 09:27:43,390.6220176788624,201.44513667691237,0.0,,,
210,2026-02-11 09:27:43,390.6220176788624,201.44513667691237,0.0,541.4658313428406,366.4728168757271,0.0
211,2026-02-11 09:27:43,390.66534484037146,202.51453929229152,0.0,541.3437280260267,365.57369114428457,0.0
212,2026-02-11 09:27:43,390.6364524308866,201.8014157644264,0.0,541.4047615371023,366.0231203794619,0.0
213,2026-02-11 09:27:43,390.31934866200356,201.80424973096711,0.0,541.0475166515457,366.02559301285294,0.0
214,2026-02-11 09:27:43,390.6220176788624,201.44513667691237,0.0,541.0475166515457,366.02559301285294,0.0
215,2026-02-11 09:27:43,,,,540.6294542060016,365.5786388280978,0.0
216,2026-02-11 09:27:44,,,,541.1084799710566,366.4752882879591,0.0
217,2026-02-11 09:27:44,390.01652193614404,202.16354990480525,0.0,540.9865895632539,365.5761649969469,0.0
218,2026-02-11 09:27:44,389.98798030007697,201.45080584536544,0.0,540.9865895632539,365.5761649969469,0.0
219,2026-02-11 09:27:44,390.31934866200356,201.80424973096711,0.0,541.4658313428406,366.4728168757271,0.0
220,2026-02-11 09:27:44,390.6220176788624,201.44513667691237,0.0,541.4047615371023,366.0231203794619,0.0
221,2026-02-11 09:27:44,390.6364524308866,201.8014157644264,0.0,540.9256986738917,365.1270040020586,0.0
222,2026-02-11 09:27:44,390.6364524308866,201.8014157644264,0.0,540.6902748733585,366.0280656247367,0.0
223,2026-02-11 09:27:44,390.6220176788624,201.44513667691237,0.0,540.9865895632539,365.5761649969469,0.0
224,2026-02-11 09:27:44,389.98798030007697,201.45080584536544,0.0,541.4047615371023,366.0231203794619,0.0
225,2026-02-11 09:27:44,390.29065444817564,201.09188106396778,0.0,541.4047615371023,366.0231203794619,0.0
226,2026-02-11 09:27:44,,,,541.0475166515457,366.02559301285294,0.0
227,2026-02-11 09:27:45,,,,541.4047615371023,366.0231203794619,0.0
228,2026-02-11 09:27:45,390.60759055391514,201.08904584119543,0.0,541.4658313428406,366.4728168757271,0.0
229,2026-02-11 09:27:45,390.578759161084,200.37742832865396,0.0,541.4047615371023,366.0231203794619,0.0
230,2026-02-11 09:27:45,390.29065444817564,201.09188106396778,0.0,541.0475166515457,366.02559301285294,0.0
231,2026-02-11 09:27:45,389.97372079264153,201.09471626482127,0.0,541.4658313428406,366.4728168757271,0.0
232,2026-02-11 09:27:45,389.9594688176385,200.73881478479316,0.0,541.4047615371023,366.0231203794619,0.0
233,2026-02-11 09:27:45,389.98798030007697,201.45080584536544,0.0,541.0475166515457,366.02559301285294,0.0
234,2026-02-11 09:27:45,390.6220176788624,201.44513667691237,0.0,540.6294542060016,365.5786388280978,0.0
235,2026-02-11 09:27:45,390.31934866200356,201.80424973096711,0.0,,,
236,2026-02-11 09:27:45,390.6220176788624,201.44513667691237,0.0,,,
237,2026-02-11 09:27:45,390.60759055391514,201.08904584119543,0.0,,,
238,2026-02-11 09:27:45,,,,,,
239,2026-02-11 09:27:46,390.2619905412839,200.38026480342418,0.0,,,
240,2026-02-11 09:27:46,390.29065444817564,201.09188106396778,0.0,,,
241,2026-02-11 09:27:46,390.6508948160376,202.1578832530595,0.0,540.6902748733585,366.0280656247367,0.0
242,2026-02-11 09:27:46,390.3049977637192,201.4479712720988,0.0,,,
243,2026-02-11 09:27:46,390.95355865259563,201.79858177596472,0.0,,,
244,2026-02-11 09:27:46,389.97372079264153,201.09471626482127,0.0,,,
245,2026-02-11 09:27:46,390.29065444817564,201.09188106396778,0.0,,,
246,2026-02-11 09:27:46,390.29065444817564,201.09188106396778,0.0,,,
247,2026-02-11 09:27:46,390.60759055391514,201.08904584119543,0.0,,,
248,2026-02-11 09:27:46,389.98798030007697,201.45080584536544,0.0,,,
249,2026-02-11 09:27:46,390.3049977637192,201.4479712720988,0.0,,,
250,2026-02-11 09:27:46,,,,,,
251,2026-02-11 09:27:47,,,,,,
252,2026-02-11 09:27:47,390.59317105000133,200.73314310811153,0.0,,,
253,2026-02-11 09:27:47,390.5643548811325,200.02190135397348,0.0,541.4047615371023,366.0231203794619,0.0
254,2026-02-11 09:27:47,390.5643548811325,200.02190135397348,0.0,,,
255,2026-02-11 09:27:47,390.92452910988834,201.08621059650403,0.0,541.0475166515457,366.02559301285294,0.0
256,2026-02-11 09:27:47,390.60759055391514,201.08904584119543,0.0,,,
257,2026-02-11 09:27:47,390.60759055391514,201.08904584119543,0.0,,,
258,2026-02-11 09:27:47,390.59317105000133,200.73314310811153,0.0,,,
259,2026-02-11 09:27:47,,,,,,
260,2026-02-11 09:27:47,,,,540.9865895632539,365.5761649969469,0.0
261,2026-02-11 09:27:47,,,,541.0475166515457,366.02559301285294,0.0
262,2026-02-11 09:27:47,390.24766993793827,200.02473845315853,0.0,,,
263,2026-02-11 09:27:48,390.2619905412839,200.38026480342418,0.0,,,
264,2026-02-11 09:27:48,390.2763187093645,200.73597895741133,0.0,,,
265,2026-02-11 09:27:48,390.24766993793827,200.02473845315853,0.0,541.0475166515457,366.02559301285294,0.0
266,2026-02-11 09:27:48,390.6220176788624,201.44513667691237,0.0,,,
267,2026-02-11 09:27:48,390.6220176788624,201.44513667691237,0.0,541.7620095300686,366.02064772456316,0.0
268,2026-02-11 09:27:48,390.6220176788624,201.44513667691237,0.0,,,
269,2026-02-11 09:27:48,390.29065444817564,201.09188106396778,0.0,,,
270,2026-02-11 09:27:48,390.29065444817564,201.09188106396778,0.0,,,
271,2026-02-11 09:27:48,390.31934866200356,201.80424973096711,0.0,,,
272,2026-02-11 09:27:48,390.3049977637192,201.4479712720988,0.0,,,
273,2026-02-11 09:27:48,390.6220176788624,201.44513667691237,0.0,,,
274,2026-02-11 09:27:48,391.24147011612365,201.08337532989324,0.0,,,
275,2026-02-11 09:27:48,390.6220176788624,201.44513667691237,0.0,,,
276,2026-02-11 09:27:49,390.60759055391514,201.08904584119543,0.0,,,
277,2026-02-11 09:27:49,390.29065444817564,201.09188106396778,0.0,,,
278,2026-02-11 09:27:49,389.98798030007697,201.45080584536544,0.0,,,
279,2026-02-11 09:27:49,390.2763187093645,200.73597895741133,0.0,,,
280,2026-02-11 09:27:49,390.3049977637192,201.4479712720988,0.0,,,
281,2026-02-11 09:27:49,390.60759055391514,201.08904584119543,0.0,541.4047615371023,366.0231203794619,0.0
282,2026-02-11 09:27:49,390.2763187093645,200.73597895741133,0.0,541.4658313428406,366.4728168757271,0.0
283,2026-02-11 09:27:49,390.6220176788624,201.44513667691237,0.0,541.4047615371023,366.0231203794619,0.0
