frame,timestamp,ID_1_x,ID_1_y,ID_1_dim1
1,2026-02-11 11:47:26,,,
2,2026-02-11 11:47:26,,,
3,2026-02-11 11:47:26,,,
4,2026-02-11 11:47:26,,,
5,2026-02-11 11:47:26,,,
6,2026-02-11 11:47:26,,,
7,2026-02-11 11:47:26,,,
8,2026-02-11 11:47:26,,,
9,2026-02-11 11:47:26,,,
10,2026-02-11 11:47:26,,,
11,2026-02-11 11:47:26,,,
12,2026-02-11 11:47:26,,,
13,2026-02-11 11:47:27,,,
14,2026-02-11 11:47:27,,,
15,2026-02-11 11:47:27,,,
16,2026-02-11 11:47:27,,,
17,2026-02-11 11:47:27,,,
18,2026-02-11 11:47:27,,,
19,2026-02-11 11:47:27,,,
20,2026-02-11 11:47:27,,,
21,2026-02-11 11:47:27,,,
22,2026-02-11 11:47:27,,,
23,2026-02-11 11:47:27,,,
24,2026-02-11 11:47:27,,,
25,2026-02-11 11:47:27,,,
26,2026-02-11 11:47:28,,,
27,2026-02-11 11:47:28,,,
28,2026-02-11 11:47:28,,,
29,2026-02-11 11:47:28,,,
30,2026-02-11 11:47:28,,,
31,2026-02-11 11:47:28,,,
32,2026-02-11 11:47:28,,,
33,2026-02-11 11:47:28,,,
34,2026-02-11 11:47:28,,,
35,2026-02-11 11:47:28,,,
36,2026-02-11 11:47:28,,,
37,2026-02-11 11:47:28,,,
38,2026-02-11 11:47:28,,,
39,2026-02-11 11:47:28,,,
40,2026-02-11 11:47:29,,,
41,2026-02-11 11:47:29,,,
42,2026-02-11 11:47:29,,,
43,2026-02-11 11:47:29,,,
44,2026-02-11 11:47:29,,,
45,2026-02-11 11:47:29,,,
46,2026-02-11 11:47:29,,,
47,2026-02-11 11:47:29,,,
48,2026-02-11 11:47:29,,,
49,2026-02-11 11:47:29,,,
50,2026-02-11 11:47:29,,,
51,2026-02-11 11:47:29,,,
52,2026-02-11 11:47:29,,,
53,2026-02-11 11:47:29,,,
54,2026-02-11 11:47:30,,,
55,2026-02-11 11:47:30,,,
56,2026-02-11 11:47:30,,,
57,2026-02-11 11:47:30,,,
58,2026-02-11 11:47:30,,,
59,2026-02-11 11:47:30,,,
60,2026-02-11 11:47:30,,,
61,2026-02-11 11:47:30,,,
62,2026-02-11 11:47:30,,,
63,2026-02-11 11:47:30,,,
64,2026-02-11 11:47:30,,,
65,2026-02-11 11:47:30,,,
66,2026-02-11 11:47:30,,,
67,2026-02-11 11:47:30,,,
68,2026-02-11 11:47:30,,,
69,2026-02-11 11:47:31,,,
70,2026-02-11 11:47:31,,,
71,2026-02-11 11:47:31,,,
72,2026-02-11 11:47:31,,,
73,2026-02-11 11:47:31,,,
74,2026-02-11 11:47:31,,,
75,2026-02-11 11:47:31,,,
76,2026-02-11 11:47:31,,,
77,2026-02-11 11:47:31,,,
78,2026-02-11 11:47:31,,,
79,2026-02-11 11:47:31,,,
80,2026-02-11 11:47:31,,,
81,2026-02-11 11:47:31,,,
82,2026-02-11 11:47:31,,,
83,2026-02-11 11:47:32,,,
84,2026-02-11 11:47:32,,,
85,2026-02-11 11:47:32,,,
86,2026-02-11 11:47:32,,,
87,2026-02-11 11:47:32,,,
88,2026-02-11 11:47:32,,,
89,2026-02-11 11:47:32,,,
90,2026-02-11 11:47:32,,,
91,2026-02-11 11:47:32,,,
92,2026-02-11 11:47:32,,,
93,2026-02-11 11:47:32,,,
94,2026-02-11 11:47:32,,,
95,2026-02-11 11:47:32,,,
96,2026-02-11 11:47:32,,,
97,2026-02-11 11:47:33,,,
98,2026-02-11 11:47:33,,,
99,2026-02-11 11:47:33,,,
100,2026-02-11 11:47:33,,,
101,2026-02-11 11:47:33,,,
102,2026-02-11 11:47:33,,,
103,2026-02-11 11:47:33,,,
104,2026-02-11 11:47:33,,,
105,2026-02-11 11:47:33,,,
106,2026-02-11 11:47:33,,,
107,2026-02-11 11:47:33,,,
108,2026-02-11 11:47:33,,,
109,2026-02-11 11:47:33,,,
110,2026-02-11 11:47:33,,,
111,2026-02-11 11:47:34,,,
112,2026-02-11 11:47:34,,,
113,2026-02-11 11:47:34,,,
114,2026-02-11 11:47:34,,,
115,2026-02-11 11:47:34,,,
116,2026-02-11 11:47:34,,,
117,2026-02-11 11:47:34,,,
118,2026-02-11 11:47:34,,,
119,2026-02-11 11:47:34,,,
120,2026-02-11 11:47:34,,,
121,2026-02-11 11:47:34,,,
122,2026-02-11 11:47:34,,,
123,2026-02-11 11:47:34,,,
124,2026-02-11 11:47:34,,,
125,2026-02-11 11:47:34,,,
126,2026-02-11 11:47:35,,,
127,2026-02-11 11:47:35,,,
128,2026-02-11 11:47:35,,,
129,2026-02-11 11:47:35,,,
130,2026-02-11 11:47:35,,,
131,2026-02-11 11:47:35,,,
132,2026-02-11 11:47:35,,,
133,2026-02-11 11:47:35,,,
134,2026-02-11 11:47:35,,,
135,2026-02-11 11:47:35,,,
136,2026-02-11 11:47:35,,,
137,2026-02-11 11:47:35,,,
138,2026-02-11 11:47:35,,,
139,2026-02-11 11:47:35,,,
140,2026-02-11 11:47:36,,,
141,2026-02-11 11:47:36,,,
142,2026-02-11 11:47:36,,,
143,2026-02-11 11:47:36,,,
144,2026-02-11 11:47:36,,,
145,2026-02-11 11:47:36,,,
146,2026-02-11 11:47:36,,,
147,2026-02-11 11:47:36,,,
148,2026-02-11 11:47:36,,,
149,2026-02-11 11:47:36,,,
150,2026-02-11 11:47:36,,,
151,2026-02-11 11:47:36,,,
152,2026-02-11 11:47:36,,,
153,2026-02-11 11:47:36,,,
154,2026-02-11 11:47:37,,,
