frame,timestamp,ID_49_x,ID_49_y,ID_49_dim1,ID_47_x,ID_47_y,ID_47_dim1,ID_44_x,ID_44_y,ID_44_dim1
1,2025-07-22 15:23:05,639.8132460128444,213.8595438473336,0.0,585.0971929143858,366.22644508005556,0.0,565.6915567268882,564.9484308999106,0.0
2,2025-07-22 15:23:05,640.4568314568498,213.85106730177793,0.0,585.4548664792812,366.22192312166794,0.0,565.6915567268882,564.9484308999106,0.0
3,2025-07-22 15:23:05,640.4568314568498,213.85106730177793,0.0,585.4548664792812,366.22192312166794,0.0,566.1742308210676,565.5203061734258,0.0
4,2025-07-22 15:23:05,640.6966042077172,213.48328070875377,0.0,585.8125409352322,366.21740115201504,0.0,566.1742308210676,565.5203061734258,0.0
5,2025-07-22 15:23:05,641.100419785293,213.84259071823186,0.0,,,,,,
6,2025-07-22 15:23:05,640.1350383742937,213.85530557930457,0.0,585.4548664792812,366.22192312166794,0.0,566.0963010427017,564.943593622471,0.0
7,2025-07-22 15:23:05,640.4568314568498,213.85106730177793,0.0,585.4548664792812,366.22192312166794,0.0,566.0963010427017,564.943593622471,0.0
8,2025-07-22 15:23:05,640.1350383742937,213.85530557930457,0.0,585.4548664792812,366.22192312166794,0.0,566.0963010427017,564.943593622471,0.0
9,2025-07-22 15:23:05,640.5388099028617,214.21481229869246,0.0,585.4548664792812,366.22192312166794,0.0,565.6915567268882,564.9484308999106,0.0
10,2025-07-22 15:23:05,640.1350383742937,213.85530557930457,0.0,585.4548664792812,366.22192312166794,0.0,566.0963010427017,564.943593622471,0.0
11,2025-07-22 15:23:05,640.1350383742937,213.85530557930457,0.0,585.4548664792812,366.22192312166794,0.0,566.0963010427017,564.943593622471,0.0
12,2025-07-22 15:23:05,640.1350383742937,213.85530557930457,0.0,585.4548664792812,366.22192312166794,0.0,566.0963010427017,564.943593622471,0.0
13,2025-07-22 15:23:06,640.1350383742937,213.85530557930457,0.0,585.4548664792812,366.22192312166794,0.0,565.769349151253,565.525144277894,0.0
14,2025-07-22 15:23:06,640.2169300037015,214.21905131078566,0.0,585.4548664792812,366.22192312166794,0.0,565.6915567268882,564.9484308999106,0.0
15,2025-07-22 15:23:06,640.4568314568498,213.85106730177793,0.0,585.4548664792812,366.22192312166794,0.0,565.769349151253,565.525144277894,0.0
16,2025-07-22 15:23:06,640.1350383742937,213.85530557930457,0.0,585.4548664792812,366.22192312166794,0.0,565.6915567268882,564.9484308999106,0.0
17,2025-07-22 15:23:06,640.1350383742937,213.85530557930457,0.0,585.4548664792812,366.22192312166794,0.0,565.6915567268882,564.9484308999106,0.0
18,2025-07-22 15:23:06,640.1350383742937,213.85530557930457,0.0,585.4548664792812,366.22192312166794,0.0,565.6915567268882,564.9484308999106,0.0
19,2025-07-22 15:23:06,640.1350383742937,213.85530557930457,0.0,585.4548664792812,366.22192312166794,0.0,566.0963010427017,564.943593622471,0.0
20,2025-07-22 15:23:06,640.1350383742937,213.85530557930457,0.0,585.4548664792812,366.22192312166794,0.0,565.6915567268882,564.9484308999106,0.0
21,2025-07-22 15:23:06,640.1350383742937,213.85530557930457,0.0,585.4548664792812,366.22192312166794,0.0,565.6915567268882,564.9484308999106,0.0
22,2025-07-22 15:23:06,640.1350383742937,213.85530557930457,0.0,585.4548664792812,366.22192312166794,0.0,565.6915567268882,564.9484308999106,0.0
23,2025-07-22 15:23:06,640.1350383742937,213.85530557930457,0.0,585.4548664792812,366.22192312166794,0.0,565.6915567268882,564.9484308999106,0.0
24,2025-07-22 15:23:07,640.4568314568498,213.85106730177793,0.0,585.4548664792812,366.22192312166794,0.0,566.0963010427017,564.943593622471,0.0
25,2025-07-22 15:23:07,640.1350383742937,213.85530557930457,0.0,585.4548664792812,366.22192312166794,0.0,565.6915567268882,564.9484308999106,0.0
26,2025-07-22 15:23:07,640.4568314568498,213.85106730177793,0.0,585.4548664792812,366.22192312166794,0.0,565.6915567268882,564.9484308999106,0.0
27,2025-07-22 15:23:07,640.5388099028617,214.21481229869246,0.0,585.4548664792812,366.22192312166794,0.0,565.6915567268882,564.9484308999106,0.0
28,2025-07-22 15:23:07,640.1350383742937,213.85530557930457,0.0,585.4548664792812,366.22192312166794,0.0,565.6138170237897,564.372108370519,0.0
29,2025-07-22 15:23:07,640.1350383742937,213.85530557930457,0.0,585.4548664792812,366.22192312166794,0.0,566.0963010427017,564.943593622471,0.0
30,2025-07-22 15:23:07,640.1350383742937,213.85530557930457,0.0,585.4548664792812,366.22192312166794,0.0,566.0963010427017,564.943593622471,0.0
31,2025-07-22 15:23:07,641.4222150311848,213.83835241221234,0.0,585.8125409352322,366.21740115201504,0.0,566.0963010427017,564.943593622471,0.0
32,2025-07-22 15:23:07,641.4222150311848,213.83835241221234,0.0,585.8125409352322,366.21740115201504,0.0,566.0963010427017,564.943593622471,0.0
33,2025-07-22 15:23:07,640.4568314568498,213.85106730177793,0.0,585.4548664792812,366.22192312166794,0.0,566.0963010427017,564.943593622471,0.0
34,2025-07-22 15:23:07,640.1350383742937,213.85530557930457,0.0,585.4548664792812,366.22192312166794,0.0,566.0963010427017,564.943593622471,0.0
35,2025-07-22 15:23:07,640.4568314568498,213.85106730177793,0.0,585.4548664792812,366.22192312166794,0.0,566.0963010427017,564.943593622471,0.0
36,2025-07-22 15:23:08,640.1350383742937,213.85530557930457,0.0,585.4548664792812,366.22192312166794,0.0,565.6915567268882,564.9484308999106,0.0
37,2025-07-22 15:23:08,640.1350383742937,213.85530557930457,0.0,585.4548664792812,366.22192312166794,0.0,565.6915567268882,564.9484308999106,0.0
38,2025-07-22 15:23:08,640.1350383742937,213.85530557930457,0.0,585.4548664792812,366.22192312166794,0.0,565.6915567268882,564.9484308999106,0.0
