frame,timestamp,ID_0_x,ID_0_y,ID_0_dim1,ID_4_x,ID_4_y,ID_4_dim1,ID_2_x,ID_2_y,ID_2_dim1,ID_1_x,ID_1_y,ID_1_dim1
1,2026-02-11 10:02:27,287.3266925181307,156.64471990127404,0.0,132.3813911112632,339.4562331120347,0.0,316.9042451725948,335.5396282219686,0.0,127.87294461328077,531.0793545634291,0.0
2,2026-02-11 10:02:27,287.0199722331146,156.64198850161645,0.0,132.3813911112632,339.4562331120347,0.0,317.25279596350254,335.5420392283949,0.0,127.87294461328077,531.0793545634291,0.0
3,2026-02-11 10:02:27,287.0199722331146,156.64198850161645,0.0,132.3813911112632,339.4562331120347,0.0,316.89055295278445,335.9700154612368,0.0,127.79501384308904,531.632400703561,0.0
4,2026-02-11 10:02:27,287.0199722331146,156.64198850161645,0.0,132.3813911112632,339.4562331120347,0.0,316.89055295278445,335.9700154612368,0.0,127.47650407029715,531.0774789394073,0.0
5,2026-02-11 10:02:27,287.0199722331146,156.64198850161645,0.0,132.3813911112632,339.4562331120347,0.0,316.5556916776487,335.5372171968378,0.0,127.79501384308904,531.632400703561,0.0
6,2026-02-11 10:02:27,287.0199722331146,156.64198850161645,0.0,132.3813911112632,339.4562331120347,0.0,316.541898051831,335.96760540497064,0.0,128.7434323930111,530.5304280726527,0.0
7,2026-02-11 10:02:27,287.0199722331146,156.64198850161645,0.0,132.3813911112632,339.4562331120347,0.0,316.5556916776487,335.5372171968378,0.0,127.87294461328077,531.0793545634291,0.0
8,2026-02-11 10:02:27,287.0396507767574,156.3093227183681,0.0,132.03018011602515,339.45382395982284,0.0,317.25279596350254,335.5420392283949,0.0,128.7434323930111,530.5304280726527,0.0
9,2026-02-11 10:02:27,287.0396507767574,156.3093227183681,0.0,132.03018011602515,339.45382395982284,0.0,317.25279596350254,335.5420392283949,0.0,127.95082397554079,530.526673246565,0.0
10,2026-02-11 10:02:27,287.0396507767574,156.3093227183681,0.0,132.03018011602515,339.45382395982284,0.0,317.2392051481263,335.9724254988005,0.0,127.87294461328077,531.0793545634291,0.0
