frame,timestamp,ID_1_x,ID_1_y,ID_1_dim1
1,2026-02-11 10:06:56,,,
2,2026-02-11 10:06:56,,,
3,2026-02-11 10:06:56,,,
4,2026-02-11 10:06:56,,,
5,2026-02-11 10:06:56,,,
6,2026-02-11 10:06:56,,,
7,2026-02-11 10:06:56,,,
8,2026-02-11 10:06:56,,,
9,2026-02-11 10:06:56,,,
10,2026-02-11 10:06:56,,,
11,2026-02-11 10:06:56,,,
12,2026-02-11 10:06:56,,,
13,2026-02-11 10:06:56,,,
14,2026-02-11 10:06:56,,,
15,2026-02-11 10:06:57,,,
16,2026-02-11 10:06:57,,,
17,2026-02-11 10:06:57,,,
18,2026-02-11 10:06:57,,,
19,2026-02-11 10:06:57,,,
20,2026-02-11 10:06:57,,,
21,2026-02-11 10:06:57,,,
22,2026-02-11 10:06:57,,,
23,2026-02-11 10:06:57,,,
24,2026-02-11 10:06:57,,,
25,2026-02-11 10:06:57,,,
26,2026-02-11 10:06:57,,,
27,2026-02-11 10:06:57,,,
28,2026-02-11 10:06:57,,,
29,2026-02-11 10:06:57,,,
30,2026-02-11 10:06:58,,,
31,2026-02-11 10:06:58,,,
32,2026-02-11 10:06:58,,,
33,2026-02-11 10:06:58,,,
34,2026-02-11 10:06:58,,,
35,2026-02-11 10:06:58,,,
36,2026-02-11 10:06:58,,,
37,2026-02-11 10:06:58,,,
38,2026-02-11 10:06:58,,,
39,2026-02-11 10:06:58,,,
40,2026-02-11 10:06:58,,,
41,2026-02-11 10:06:58,,,
42,2026-02-11 10:06:58,,,
43,2026-02-11 10:06:58,,,
44,2026-02-11 10:06:59,,,
45,2026-02-11 10:06:59,,,
46,2026-02-11 10:06:59,,,
47,2026-02-11 10:06:59,,,
48,2026-02-11 10:06:59,,,
49,2026-02-11 10:06:59,,,
50,2026-02-11 10:06:59,,,
51,2026-02-11 10:06:59,,,
52,2026-02-11 10:06:59,,,
53,2026-02-11 10:06:59,,,
54,2026-02-11 10:06:59,,,
55,2026-02-11 10:06:59,509.53705443918443,156.4102690825152,0.0
56,2026-02-11 10:06:59,499.40123549328075,168.95847768875234,0.0
57,2026-02-11 10:06:59,498.41158822949234,171.00964794622425,0.0
58,2026-02-11 10:07:00,,,
59,2026-02-11 10:07:00,,,
60,2026-02-11 10:07:00,,,
61,2026-02-11 10:07:00,,,
62,2026-02-11 10:07:00,,,
63,2026-02-11 10:07:00,,,
64,2026-02-11 10:07:00,,,
65,2026-02-11 10:07:00,,,
66,2026-02-11 10:07:00,497.5627197751965,171.69942219111192,0.0
67,2026-02-11 10:07:00,497.8318091915288,171.35584157459706,0.0
68,2026-02-11 10:07:00,498.36957549549464,170.66920706932433,0.0
69,2026-02-11 10:07:00,498.18469065070565,171.69384622730487,0.0
70,2026-02-11 10:07:00,497.91562103196577,172.03760326068024,0.0
71,2026-02-11 10:07:00,498.36957549549464,170.66920706932433,0.0
72,2026-02-11 10:07:01,497.87370426895313,171.69663421767132,0.0
73,2026-02-11 10:07:01,498.18469065070565,171.69384622730487,0.0
74,2026-02-11 10:07:01,497.87370426895313,171.69663421767132,0.0
