frame,timestamp,ID_49_x,ID_49_y,ID_49_dim1,ID_47_x,ID_47_y,ID_47_dim1,ID_44_x,ID_44_y,ID_44_dim1
1,2025-07-22 15:43:01,600.9119980197321,160.78320091011622,0.0,537.8133966392099,355.6384180018357,0.0,521.273627545014,570.1107022788816,0.0
2,2025-07-22 15:43:01,,,,537.8133966392099,355.6384180018357,0.0,521.273627545014,570.1107022788816,0.0
3,2025-07-22 15:43:01,,,,537.8133966392099,355.6384180018357,0.0,521.273627545014,570.1107022788816,0.0
4,2025-07-22 15:43:01,,,,537.8133966392099,355.6384180018357,0.0,521.273627545014,570.1107022788816,0.0
5,2025-07-22 15:43:02,,,,537.8133966392099,355.6384180018357,0.0,521.273627545014,570.1107022788816,0.0
6,2025-07-22 15:43:02,600.9119980197321,160.78320091011622,0.0,537.8133966392099,355.6384180018357,0.0,521.273627545014,570.1107022788816,0.0
7,2025-07-22 15:43:02,600.9119980197321,160.78320091011622,0.0,537.8133966392099,355.6384180018357,0.0,521.273627545014,570.1107022788816,0.0
8,2025-07-22 15:43:02,601.2895494955893,161.11464539884264,0.0,537.8133966392099,355.6384180018357,0.0,521.273627545014,570.1107022788816,0.0
9,2025-07-22 15:43:02,600.9119980197321,160.78320091011622,0.0,537.8133966392099,355.6384180018357,0.0,521.273627545014,570.1107022788816,0.0
10,2025-07-22 15:43:02,600.9804879741077,161.1187733051226,0.0,537.8133966392099,355.6384180018357,0.0,521.273627545014,570.1107022788816,0.0
11,2025-07-22 15:43:02,600.9119980197321,160.78320091011622,0.0,537.8133966392099,355.6384180018357,0.0,521.273627545014,570.1107022788816,0.0
12,2025-07-22 15:43:02,600.9119980197321,160.78320091011622,0.0,537.8133966392099,355.6384180018357,0.0,521.273627545014,570.1107022788816,0.0
13,2025-07-22 15:43:02,600.9119980197321,160.78320091011622,0.0,537.8133966392099,355.6384180018357,0.0,521.273627545014,570.1107022788816,0.0
14,2025-07-22 15:43:02,601.2209795007238,160.77907371082037,0.0,537.8133966392099,355.6384180018357,0.0,520.8679102488545,570.115544639469,0.0
15,2025-07-22 15:43:03,600.9119980197321,160.78320091011622,0.0,537.8133966392099,355.6384180018357,0.0,521.273627545014,570.1107022788816,0.0
16,2025-07-22 15:43:03,600.9119980197321,160.78320091011622,0.0,537.8133966392099,355.6384180018357,0.0,521.273627545014,570.1107022788816,0.0
17,2025-07-22 15:43:03,600.9119980197321,160.78320091011622,0.0,537.8133966392099,355.6384180018357,0.0,521.273627545014,570.1107022788816,0.0
18,2025-07-22 15:43:03,600.9804879741077,161.1187733051226,0.0,537.8133966392099,355.6384180018357,0.0,521.273627545014,570.1107022788816,0.0
19,2025-07-22 15:43:03,601.2209795007238,160.77907371082037,0.0,537.8133966392099,355.6384180018357,0.0,521.273627545014,570.1107022788816,0.0
20,2025-07-22 15:43:03,601.2895494955893,161.11464539884264,0.0,537.8133966392099,355.6384180018357,0.0,520.8679102488545,570.115544639469,0.0
21,2025-07-22 15:43:03,600.9119980197321,160.78320091011622,0.0,537.8133966392099,355.6384180018357,0.0,521.273627545014,570.1107022788816,0.0
22,2025-07-22 15:43:03,600.9119980197321,160.78320091011622,0.0,537.8133966392099,355.6384180018357,0.0,521.2107786955112,569.531150031406,0.0
23,2025-07-22 15:43:03,600.9119980197321,160.78320091011622,0.0,537.8133966392099,355.6384180018357,0.0,521.273627545014,570.1107022788816,0.0
