frame,timestamp
1,2026-02-11 10:06:37
2,2026-02-11 10:06:37
3,2026-02-11 10:06:37
4,2026-02-11 10:06:37
5,2026-02-11 10:06:38
6,2026-02-11 10:06:38
7,2026-02-11 10:06:38
8,2026-02-11 10:06:38
9,2026-02-11 10:06:38
10,2026-02-11 10:06:38
11,2026-02-11 10:06:38
12,2026-02-11 10:06:38
13,2026-02-11 10:06:38
14,2026-02-11 10:06:38
15,2026-02-11 10:06:38
16,2026-02-11 10:06:38
17,2026-02-11 10:06:38
18,2026-02-11 10:06:38
19,2026-02-11 10:06:39
20,2026-02-11 10:06:39
21,2026-02-11 10:06:39
22,2026-02-11 10:06:39
23,2026-02-11 10:06:39
24,2026-02-11 10:06:39
25,2026-02-11 10:06:39
26,2026-02-11 10:06:39
27,2026-02-11 10:06:39
28,2026-02-11 10:06:39
29,2026-02-11 10:06:39
30,2026-02-11 10:06:39
31,2026-02-11 10:06:39
32,2026-02-11 10:06:39
33,2026-02-11 10:06:40
34,2026-02-11 10:06:40
35,2026-02-11 10:06:40
36,2026-02-11 10:06:40
37,2026-02-11 10:06:40
38,2026-02-11 10:06:40
39,2026-02-11 10:06:40
40,2026-02-11 10:06:40
41,2026-02-11 10:06:40
42,2026-02-11 10:06:40
43,2026-02-11 10:06:40
44,2026-02-11 10:06:40
45,2026-02-11 10:06:40
46,2026-02-11 10:06:40
47,2026-02-11 10:06:40
48,2026-02-11 10:06:41
49,2026-02-11 10:06:41
50,2026-02-11 10:06:41
51,2026-02-11 10:06:41
52,2026-02-11 10:06:41
53,2026-02-11 10:06:41
54,2026-02-11 10:06:41
55,2026-02-11 10:06:41
56,2026-02-11 10:06:41
57,2026-02-11 10:06:41
58,2026-02-11 10:06:41
59,2026-02-11 10:06:41
60,2026-02-11 10:06:41
61,2026-02-11 10:06:41
62,2026-02-11 10:06:42
63,2026-02-11 10:06:42
64,2026-02-11 10:06:42
65,2026-02-11 10:06:42
66,2026-02-11 10:06:42
67,2026-02-11 10:06:42
68,2026-02-11 10:06:42
69,2026-02-11 10:06:42
70,2026-02-11 10:06:42
71,2026-02-11 10:06:42
72,2026-02-11 10:06:42
73,2026-02-11 10:06:42
74,2026-02-11 10:06:42
75,2026-02-11 10:06:42
76,2026-02-11 10:06:43
77,2026-02-11 10:06:43
78,2026-02-11 10:06:43
79,2026-02-11 10:06:43
80,2026-02-11 10:06:43
81,2026-02-11 10:06:43
82,2026-02-11 10:06:43
83,2026-02-11 10:06:43
84,2026-02-11 10:06:43
85,2026-02-11 10:06:43
86,2026-02-11 10:06:43
87,2026-02-11 10:06:43
88,2026-02-11 10:06:43
89,2026-02-11 10:06:43
90,2026-02-11 10:06:44
91,2026-02-11 10:06:44
92,2026-02-11 10:06:44
93,2026-02-11 10:06:44
94,2026-02-11 10:06:44
95,2026-02-11 10:06:44
96,2026-02-11 10:06:44
97,2026-02-11 10:06:44
98,2026-02-11 10:06:44
99,2026-02-11 10:06:44
100,2026-02-11 10:06:44
101,2026-02-11 10:06:44
102,2026-02-11 10:06:44
103,2026-02-11 10:06:44
104,2026-02-11 10:06:44
105,2026-02-11 10:06:45
106,2026-02-11 10:06:45
107,2026-02-11 10:06:45
108,2026-02-11 10:06:45
