frame,timestamp,ID_2_x,ID_2_y,ID_2_dim1,ID_0_x,ID_0_y,ID_0_dim1,ID_1_x,ID_1_y,ID_1_dim1,ID_4_x,ID_4_y,ID_4_dim1
1,2026-02-10 16:43:44,,,,,,,,,,,,
2,2026-02-10 16:43:44,544.9255189060774,363.85529953329996,0.0,,,,,,,,,
3,2026-02-10 16:43:44,544.9255189060774,363.85529953329996,0.0,,,,,,,,,
4,2026-02-10 16:43:44,,,,,,,,,,,,
5,2026-02-10 16:43:44,,,,,,,,,,,,
6,2026-02-10 16:43:44,544.9255189060774,363.85529953329996,0.0,613.3722982544822,510.81855100759867,0.0,,,,,,
7,2026-02-10 16:43:44,544.7820778050476,363.3054051567208,0.0,613.3722982544822,510.81855100759867,0.0,,,,,,
8,2026-02-10 16:43:44,,,,,,,,,,,,
9,2026-02-10 16:43:44,,,,613.3722982544822,510.81855100759867,0.0,,,,,,
10,2026-02-10 16:43:44,543.9997508330291,363.28225987542686,0.0,,,,381.5220222737534,260.703739550835,0.0,,,
11,2026-02-10 16:43:44,544.9255189060774,363.85529953329996,0.0,,,,380.8196582829991,260.2702489074733,0.0,,,
12,2026-02-10 16:43:44,543.9997508330291,363.28225987542686,0.0,613.3722982544822,510.81855100759867,0.0,382.1584756345808,260.2964030309616,0.0,,,
13,2026-02-10 16:43:44,544.7820778050476,363.3054051567208,0.0,613.3722982544822,510.81855100759867,0.0,381.45605696563865,259.86338259280063,0.0,,,
14,2026-02-10 16:43:44,544.9255189060774,363.85529953329996,0.0,613.3722982544822,510.81855100759867,0.0,,,,,,
15,2026-02-10 16:43:44,544.7820778050476,363.3054051567208,0.0,,,,382.19185532097936,260.7168536812433,0.0,,,
16,2026-02-10 16:43:44,544.7820778050476,363.3054051567208,0.0,,,,,,,,,
17,2026-02-10 16:43:44,544.7820778050476,363.3054051567208,0.0,,,,380.8196582829991,260.2702489074733,0.0,,,
18,2026-02-10 16:43:44,544.7820778050476,363.3054051567208,0.0,,,,382.1584756345808,260.2964030309616,0.0,,,
19,2026-02-10 16:43:44,543.9997508330291,363.28225987542686,0.0,,,,381.48902109457026,260.28332507324876,0.0,,,
