frame,timestamp,ID_4_x,ID_4_y,ID_4_dim1,ID_0_x,ID_0_y,ID_0_dim1,ID_2_x,ID_2_y,ID_2_dim1,ID_1_x,ID_1_y,ID_1_dim1
1,2026-02-11 14:44:49,537.3539410196053,564.3207565647256,0.0,103.57549202007647,395.3137071659929,0.0,483.7056870563838,376.4809038994606,0.0,386.1939100181887,100.44047263793902,0.0
2,2026-02-11 14:44:49,537.3971171282969,564.0004944415676,0.0,103.76939176827068,394.4838748822424,0.0,484.0839345731682,376.05649928347884,0.0,385.77699395846815,101.03841787336881,0.0
3,2026-02-11 14:44:49,537.6533561984639,564.3178657746322,0.0,103.42625140230894,394.48657464088706,0.0,484.0839345731682,376.05649928347884,0.0,386.1939100181887,100.44047263793902,0.0
4,2026-02-11 14:44:49,537.909465453419,564.6350763218067,0.0,103.23254562458658,395.31640831548924,0.0,,,,385.7841374547996,100.44246513799096,0.0
5,2026-02-11 14:44:49,537.8661830446854,564.9550174890171,0.0,102.88959681364247,395.31910948401037,0.0,,,,,,
6,2026-02-11 14:44:49,537.5237332022568,565.2776901895584,0.0,102.73996341578345,394.4919742152541,0.0,,,,,,
7,2026-02-11 14:44:49,538.4647050913752,564.9492349393244,0.0,102.88959681364247,395.31910948401037,0.0,484.42802336532316,376.05384681432065,0.0,385.3743614328562,100.44445765485978,0.0
8,2026-02-11 14:44:49,537.9527695279268,564.3149750023941,0.0,103.50089301352853,394.90025896684057,0.0,484.0839345731682,376.05649928347884,0.0,386.1866264581229,101.03642354042358,0.0
9,2026-02-11 14:44:49,537.6533561984639,564.3178657746322,0.0,103.57549202007647,395.3137071659929,0.0,484.04967952300854,376.4782506781643,0.0,385.77699395846815,101.03841787336881,0.0
10,2026-02-11 14:44:50,537.6533561984639,564.3178657746322,0.0,103.57549202007647,395.3137071659929,0.0,484.04967952300854,376.4782506781643,0.0,385.7841374547996,100.44246513799096,0.0
11,2026-02-11 14:44:50,537.6101269100466,564.6379673590496,0.0,103.42625140230894,394.48657464088706,0.0,484.04967952300854,376.4782506781643,0.0,386.1939100181887,100.44047263793902,0.0
12,2026-02-11 14:44:50,537.6533561984639,564.3178657746322,0.0,103.76939176827068,394.4838748822424,0.0,484.0839345731682,376.05649928347884,0.0,386.1939100181887,100.44047263793902,0.0
13,2026-02-11 14:44:50,537.6533561984639,564.3178657746322,0.0,103.42625140230894,394.48657464088706,0.0,484.0839345731682,376.05649928347884,0.0,386.1939100181887,100.44047263793902,0.0
14,2026-02-11 14:44:50,537.9527695279268,564.3149750023941,0.0,103.3515671499091,394.07265398579113,0.0,484.04967952300854,376.4782506781643,0.0,385.7841374547996,100.44246513799096,0.0
15,2026-02-11 14:44:50,537.6101269100466,564.6379673590496,0.0,103.57549202007647,395.3137071659929,0.0,484.0839345731682,376.05649928347884,0.0,385.7841374547996,100.44246513799096,0.0
16,2026-02-11 14:44:50,537.6101269100466,564.6379673590496,0.0,103.50089301352853,394.90025896684057,0.0,484.04967952300854,376.4782506781643,0.0,385.7841374547996,100.44246513799096,0.0
17,2026-02-11 14:44:50,537.6533561984639,564.3178657746322,0.0,103.57549202007647,395.3137071659929,0.0,484.39366954991493,376.47559747568556,0.0,385.7841374547996,100.44246513799096,0.0
18,2026-02-11 14:44:50,537.6533561984639,564.3178657746322,0.0,103.57549202007647,395.3137071659929,0.0,484.04967952300854,376.4782506781643,0.0,386.1939100181887,100.44047263793902,0.0
19,2026-02-11 14:44:50,537.6533561984639,564.3178657746322,0.0,104.18697488655346,394.89485809552593,0.0,484.04967952300854,376.4782506781643,0.0,386.1939100181887,100.44047263793902,0.0
