frame;ID_6_x;ID_6_y;ID_8_x;ID_8_y
77;161.60964856348406;460.4596380736095;319.7441937376652;267.38228259338365
78;160.96911731244455;460.35892769217907;319.7465326787485;267.1112830724624
79;160.80510249210263;460.3331397308734;319.74716945895995;266.92595948538184
80;159.96063885497415;460.3200945970404;319.7477756268396;266.216786080049
81;160.14959149474686;460.3078982190333;319.7483725778559;265.166950075567
82;159.87625900900858;460.586212256941;319.7484856929527;265.6013549646663
83;160.09836550551378;460.7698532746288;319.74843891819273;265.94450621531433
84;159.5122667411816;461.47091549276655;319.7486007753409;265.5788414545051
85;159.87623281169968;462.50041880076697;319.74851372174504;265.92987243370953
86;160.72314773977416;461.7820761285047;319.748295387281;266.68890557284675
87;160.64522226986688;461.2581862144851;319.7483152195061;266.65141411063166
88;159.85671671052089;460.921374811388;319.74852037119456;266.03833158646137
89;158.60609376711201;460.70615375923813;319.7488566616866;265.05095465473505
90;159.22413121908286;460.7544752226775;319.74869021837117;265.55234689936486
91;159.67448244206207;460.87922420235753;319.7485718597147;265.9126509728684
92;159.236742749938;461.5420065957902;319.7483026658458;266.73539079593866
93;159.6826799371179;461.3911195948808;319.7483199505732;266.68162950564135
94;159.68252246813447;461.31841682156175;319.7481173885899;267.300810045113
95;159.96881584330106;460.95680766497213;319.7481033899858;267.3434391269797
96;159.41705253325313;460.7254787542046;319.7480942908931;267.37114803019307
97;159.79626038562822;460.57139792119;319.7480883764829;267.3891588172817
98;160.682406226612;460.40373709387075;319.74817816364896;267.1141882770593
99;160.61874028631146;460.362265841973;319.7482390241453;266.92784786836984
100;159.83950342120988;460.3390265692551;319.74808632272567;267.3952687780146
101;158.59490512905984;460.32762740185177;319.74817932754513;267.1105501939907
102;159.21940401950582;460.5945478366818;319.74805797536044;267.48202903594057
103;159.671409762337;460.7752714014603;319.7480647713866;267.46123147101764
104;159.2347455081167;461.474437275207;319.7480691888037;267.4477130538177
105;158.20552418598874;461.3547190677517;319.74807206012474;267.43892608263775
106;158.2672493207462;460.69505714013235;319.74807392648347;267.4332145513708
107;158.5999998207423;460.6511160179266;319.7480759281532;267.427088934087
108;159.26517612249617;460.5230621426093;319.7480764407019;267.4255204048128
109;158.9596867147299;460.4435441646687;319.74807677385854;267.4245008607846
110;158.0230242698479;460.3955638388706;319.74807699041037;267.42383815716624
111;158.97778435648877;460.62325098132226;319.74817335303334;267.1288402981606
112;159.5143569813759;460.79392844547664;319.74823589724514;266.93737168208565
113;159.13266120049198;461.48656435381764;319.7480842902406;267.4014592569299
114;158.13916938603268;461.36260166884864;319.74817800642984;267.1145740052857
115;159.0244743051618;460.8439328476666;319.7481535475604;267.18944198683766
116;159.54470544801336;460.93737165860045;319.7482230236877;266.97676277972573
117;159.13771714106218;460.423781324184;319.7484604439126;266.2498082213725
118;158.1424557474033;460.6717926995868;319.74881770895337;265.18841446742726
119;159.02586279284088;460.5520660581535;319.7486737608414;265.61042367022725
120;159.5456079650048;460.74765824541697;319.74856116232036;265.95040087392897
121;159.13830377710661;460.30046760561476;319.7482957125395;266.759928231628
122;158.97164123919913;460.7733805162531;319.74832824787416;266.6570517335269
123;159.51036395513765;460.89151264318167;319.74833657889167;266.6307091150737
124;159.13006573343714;461.5499940823259;319.74853425479523;266.0248733393487
125;158.9778249723894;462.05264975197997;319.7484290319772;266.34649104153885
126;159.51438338171133;461.7230376464042;319.74840208855863;266.42884466528153
127;160.60783094860065;462.082762861276;319.7485768360787;265.89366144698374
128;160.58834954652207;462.89811959029817;319.74849816122463;266.13450542882066
129;161.30590895572763;462.84656612480705;319.7482547618273;266.87959619230764
130;160.8561623129087;462.5952999201528;319.3831971156318;266.70365942054684
131;160.73530265304888;462.0757602557165;319.1458875123677;266.6570520852695
132;159.91160532433528;461.16373391230945;319.72156485911324;267.2231394584525
133;158.64548306653083;461.15276188186834;319.3658265456306;266.9947141099082
134;159.23839183517225;460.7552755376675;319.8238646177506;267.14132834168527
135;159.68375184252017;460.87974440710104;319.7974352193113;266.9454889103767
136;159.24276786023577;461.5423447288735;319.7800638495836;267.4067354553191
137;158.21073871486612;461.398858912635;319.76896472000277;267.11800353423865
138;159.05471234659393;460.8592515331664;319.7569359340449;267.1908909628203
139;159.56436017494426;460.94732880417536;319.75393157490265;266.97770461411443
140;160.64031586420205;461.5785521138273;319.751786480718;267.4276756627486
141;160.60946474166298;462.57038260445654;319.75058443024017;267.1316146690678
142;161.0365591408282;462.1006144122237;319.74917026162024;267.19664166728563
143;160.85256059119652;461.7542146755626;319.7488838878266;266.98144257201693
144;159.98782298413124;460.9547292852094;319.7488900056029;266.25285008636183
145;158.6950245453982;461.0169088742533;319.749096924052;265.19039167967037
146;159.2557021993492;460.40889906529;319.74879172922056;265.6112590424
147;159.69138266859065;460.3656211233955;319.7486378417668;265.9509438658412
148;160.71218331099993;460.3337841013008;319.74873007566407;265.5830259273476
149;160.58993824327;460.30575438887865;319.74841563592315;266.45409761934343
150;160.55863609713919;460.29857708372816;319.7482972507524;266.7930760502295
151;161.2758980395565;460.29020547551704;319.7482203003914;267.0134120303054
152;161.0045099647254;460.2884702900431;319.74817028265676;267.1566304173548
153;161.1965125844251;460.5731787463713;319.7482127690074;267.01594502809024
154;160.95653032953453;460.7613814927585;319.74826151762824;266.8639897565399
155;161.53095644515446;460.30206044587896;319.74848546497395;266.1765057563017
156;160.93822348436925;460.480187219292;319.7486652999915;265.64512460061655
157;160.78502150385367;460.41195842349686;319.7485556627679;265.972956478682
158;161.4230485539209;460.3639033463667;319.7482921378304;266.7745893747175
159;161.10015779906223;460.3363739060954;319.7483131073632;266.7071085818476
160;161.23330288378787;460.3044394474933;319.7482106277047;267.0172878454351
161;160.9768231134758;460.29772237182766;319.7482601257815;266.86486258781406
162;161.54771960017527;460.2896499127817;319.7484845602736;266.1770730966299
163;160.94657323609115;460.5760862708895;319.7483119056707;266.7050825483652
164;160.79406975311747;460.7632713836953;319.7482298260883;266.95621625409365
165;161.4253570704834;460.3032888749879;319.74817647435975;267.11945316281714
166;160.89722865921527;460.7696848072507;319.74821538500197;267.0002376380481
167;160.76199577814813;460.88911043233014;319.7482632180247;266.8537799530125
168;159.94362641839393;461.5484326452724;319.7484865702317;266.16986938400896
169;160.1566166018877;462.5508049498958;319.748439488424;266.31404058788706
170;160.84523080177314;462.0923428531718;319.7482640237029;266.8512166179868
171;160.72819717081074;461.7488381621788;319.74829483318035;266.75691628997265
172;161.0774480794478;461.0023550402686;319.74820290686245;267.0383316021179
173;160.8791384012993;461.04034608379175;319.74825510723406;266.8785410296579
174;160.00509856069806;460.4907147005584;319.7480967767334;267.3632193328519
175;158.70625367016663;460.71529939423016;319.74818612265017;267.089718054635
176;158.59272348546182;460.27943435234334;319.7480519367539;267.500484399087
177;158.7411335659792;460.7644939667459;319.7482252526047;266.96993671427833
178;159.36053396754468;460.885736386002;319.7482696319665;266.8340843525622
179;160.50888588876322;461.3888513849267;319.7483460679433;266.6000063060718
180;160.5095729773543;461.2915687078195;319.74825203156547;266.88791669660293
181;159.76488103513384;460.65400940617644;319.74819090791993;267.0750584504482
182;158.55011227854988;460.82144095288186;319.7481511775503;267.19670059044756
183;159.19809767725033;460.61529244517067;319.7482046971;267.0328746762219
184;159.65756063987092;460.7887553969781;319.7482562708884;266.8749940278255
185;159.2110730157696;460.32718075412953;319.74848205459307;266.18365853263737
186;158.19013706596314;460.6090023290514;319.74843655325895;266.3230035344955
187;159.04600814993242;460.52553712660233;320.1135624662128;266.0937182151261
188;159.55870244711429;460.7304144399087;320.3507885644641;266.2684729921757
189;160.6366383411126;461.43755777705394;319.77467241797586;266.9627871690353
190;160.57339547823383;461.99999389322716;319.996754739295;266.7453145662221
191;160.5515042105102;461.6888113382148;319.9098137983152;266.6880799563256
192;159.8068068994293;462.0682382340974;319.8531099259361;267.23941963518587
193;160.22279169412266;462.26645638632806;319.42749842246775;266.85568482516294
194;160.32361175083793;461.8620119587304;319.17468336181105;266.75586859826996
195;159.64400623789817;461.02479751926853;319.74076281310687;266.11021107325047
196;159.18530052888354;461.0794099047718;319.1429021744019;265.61053176878033
197;159.6492424934325;461.09043174571883;318.98969580056826;265.9465191116213
198;159.22033678332878;461.67929149897503;319.62052089829905;265.58413390692886
199;159.96198667724792;461.0620673392251;319.09203587848157;265.68259399999386
200;160.15046757922482;460.79018050145334;318.956568621306;266.2876893958944
201;159.8766291547005;460.78997652126344;318.701712727243;266.6411804225974
202;160.09860610021354;460.9023000464384;319.0680364904814;266.6203927629696
203;159.4977525649923;460.40098477627873;319.30633919732855;266.018167710481
204;158.3764787729579;460.65697494344835;319.4614388986737;265.0378481353478
205;159.12473752113772;460.54580555618503;319.26214238293187;265.54285736855655
206;159.6098765383977;460.74358891913744;319.0672019361127;265.9025307514758
207;160.6699015004468;461.44612118855264;319.67089988640294;265.5555414728343
208;160.58744916305255;462.00361193458536;319.11338508786946;265.37618386260453
209;160.56063910564237;461.69116306509767;318.9705096943222;265.794192972607
210;161.2736271496246;460.9064184678994;318.1472741724032;265.46915359381563
211;160.82950185700787;460.7355284835957;317.88480459089214;265.33313263081385
212;160.7143524460688;460.5779302452942;318.53704620185334;265.77016169831023
213;159.90165132505214;460.4792084314139;318.9611955097203;265.46551751845243
214;159.29174297292047;460.6609999555829;319.41593916352576;265.6390191795003
215;159.7184300820565;460.81846527874603;319.53218754369414;266.2632750643314
216;159.26530871593437;461.5025132954427;319.60774899080354;266.66904138947166
217;158.24025843513272;462.52888278754557;319.65686393142465;266.9327895008128
218;159.07672029419024;462.08810034712275;319.3445220050455;266.917420214484
219;159.57866534088186;461.746080533247;319.1207486904866;266.7959966013287
220;160.63534420253023;460.94211482219646;319.7052246248905;267.313453393891
221;160.56344822250506;461.0395887699463;319.1276928929078;266.88439527107715
222;160.5450384942865;461.0645480080823;318.9798097675971;266.7745303881142
223;161.2777567717745;461.65474459636675;319.6140949768678;266.1223412366493
224;161.02380133158508;462.61990771810713;319.2962701944367;265.1015127706189
225;161.2116163500703;462.121538772741;319.4296115655968;265.8666751563287
226;160.9663477772039;461.7678155098988;319.17599281793093;266.4073421475121
227;160.0764552177802;462.11959094569204;318.28076343468246;266.750935725961
228;158.7675036613325;462.9299832602076;316.96825215295377;266.96645294843717
229;158.64720654246378;462.87499998339274;316.84573200244733;267.1143577465623
230;158.7701960535586;462.32348616852056;316.96980841959356;267.27574351608666
231;159.37580367382677;461.6101027404954;317.5771207730288;267.32323658135476
232;159.0315946230948;461.1501205532947;318.70199465237107;267.36192567729466
233;159.5457127440253;460.8474150905986;318.70304182433415;267.37925498614
234;159.14203551872387;460.6543735808618;319.43384333571953;267.3983376404051
235;158.97080529474678;460.7350072312246;319.01299264173895;267.1115732573192
236;159.50982059124362;460.86657000791314;318.9052546043373;266.92219607917156
237;160.60486513479663;461.5260588962568;318.10477291469425;267.3799312966763
238;160.54694990574308;460.99732656457667;317.50180340643385;266.9022416301944
239;160.53069367774668;460.74809899793183;317.92298160138904;266.78613052154043
240;159.78227312564275;460.58981812062837;318.9266760169771;267.3070404420286
241;160.20067210060114;460.7029073387047;318.7987561060644;266.88168579891527
242;160.30923401504896;460.8457050777752;318.7660008561489;266.772769231209
243;161.12448386027012;461.51249669166714;319.4751191844265;266.12119648466086
244;160.7795102100779;462.0316555846512;319.03066774128445;265.61517310510123
245;160.68547878620882;461.7093914376405;318.91674341904195;265.9495359802299
246;160.1098258925199;461.74186525178783;319.2692615029925;266.2249649623893
247;160.25018397979613;461.52102772127927;319.0717652772381;266.6402305214515
248;159.596278186721;460.8031577649253;318.2130155332321;266.90231316902157
249;158.44052042708154;460.9183873860686;318.38520539689387;267.08050685576245
250;158.41999687745653;460.41144154703835;319.22724965788336;267.20415135565963
251;158.66815657409697;460.82026700650454;318.92570681285315;267.02952955201425
252;159.31309892282124;460.92198886184514;318.84851881556153;266.8688676707233
253;160.48884458236756;461.4041680559704;318.29099645299266;266.30867335784836
254;160.4965461281971;461.3015245439979;318.43595708165225;266.4003111445155
255;161.2462367338164;461.80877934471187;317.799729524949;267.0407060891499
256;161.0033133069123;462.7200303045314;316.65555874932227;266.8603777201545
257;161.20296015964604;462.1638405655053;317.36441528301447;267.07051054806897
258;160.96072125342812;461.79531167519565;317.8336793211664;266.8955053181589
259;161.54795056521655;462.1297409799904;317.4083344298519;266.1850066184244
260;160.95480398227323;462.00346271980766;317.2074246321837;265.9259583413283
261;160.79579882749127;461.402087498832;317.7315713112124;266.4458762177618
262;159.95459147297674;461.0149106462134;318.8023875021904;266.7916414409592
263;160.27347660234975;460.8825089307644;318.7462025520729;266.85524411305335
264;160.35655694118554;460.96244611261403;318.7318410460544;266.75558213539875
265;161.1552437622589;461.58837836431235;319.45291530786506;266.1100248723842
266;160.94416787539993;462.5767696672717;319.1915034095849;265.09350713384663
267;161.17797121483207;462.1033129462631;319.385411685911;265.56896294080804
268;160.94447843929905;461.7559687226882;319.1473269830492;265.9194993734393
269;161.5231227165014;460.94854214533325;318.262119960857;266.7281784379504
270;160.93491373401335;460.75332573731146;317.56828253343764;266.62687604738267
271;160.78287016612234;460.5894984602095;317.9661930339415;266.6071428927128
272;161.1028697695153;460.7003631482666;317.9182138102583;266.1980946391389
273;160.89566249984316;460.8440513539905;318.1936483638749;266.32843497735433
274;161.49139235585508;460.35579585567973;319.1026094125929;267.00953833830766
275;160.92512856728482;460.79186900659306;318.873023878798;267.05032099407754
276;160.78013071839334;460.90353016190267;318.81421082151167;267.1767119420488
277;161.09939000330144;460.64521241015194;319.2257123698182;267.3173483260332
278;160.89340065180414;460.80820337421596;319.0434583406748;267.35027970782005
279;161.15652206286285;461.356093687447;318.37324571619587;267.3805026370032
280;160.93053649051905;461.27027620445773;318.48935501582025;267.3913300099505
281;160.0385073186909;460.64016927899127;317.8344488633105;267.3905278365459
282;159.3519772355185;460.91690447325465;317.38760538022234;267.0980955451204
283;159.75758235274523;460.9848032152327;317.84875288435154;266.9134355662423
284;159.29075769188205;461.6106329541591;318.8789080027582;266.21262960243246
285;159.03605301819175;461.32692537601304;318.77876851702956;265.65380359735974
286;159.55223161148285;461.25131680202566;318.75300892327624;265.9746458001979
287;160.61816227842087;460.62051839690264;319.46667442805926;265.6024162545036
288;160.55618885956886;460.9037142802597;319.0270998317193;265.3959884578598
289;160.54031990837797;460.976229589786;318.91442427782454;265.80706595952296
290;161.00734544876528;461.42708476352544;318.3187218818926;266.9198161631865
291;160.83357169135564;461.3164204039087;318.45391452352317;267.09188380196963
292;161.46530334986943;461.8184616536539;319.2719105901924;267.21154637069435
293;161.14570660734677;462.7263238053438;319.073487183918;267.2815084368498
294;161.2631213290796;462.16649956959856;319.33525663293483;267.3616248450866
295;160.99982601355995;461.7970400278562;319.1146621117006;267.37905944520475
296;161.57336865930225;462.13086440921984;319.7013965225077;267.3982105387971
297;160.96916403766897;462.29291594531725;319.1259697762429;267.4058493908742
298;160.80875377414304;461.8792106720734;318.9786256548509;267.40780539996666
299;161.43490168415002;461.02864941243365;318.1524747786804;267.40123684005647
300;160.90126125848943;461.07614963432155;317.52190724255206;267.39694993308797
301;160.76461696767635;461.0883125699262;317.9359850079518;267.40202075240563
302;161.4204827794779;461.6701915615653;318.93525640507096;267.4131353884777
303;161.11657323659227;462.62994824548616;318.85466196358914;267.41254129840894
304;161.2508124799358;462.1257808955587;319.24286706425994;267.12265639511094
305;160.99182526161647;461.7705728897303;319.054672978976;266.92940011873617
306;160.07834501990422;460.96536212441845;319.6627560642641;266.2230065615535
307;159.36880866428112;461.0542984504476;319.1098802361018;265.9525176965728
308;159.76852278144094;461.0741093004081;318.9681674537592;266.46313979867074
309;160.75875153889365;460.5053335208512;318.14567694797086;266.7872041992141
310;160.6155878221186;460.855048670128;317.51903515907725;267.13752114233205
311;160.57892923403531;460.94459694320034;317.9341181536932;267.2333920384143
312;161.29978575261123;461.57677640419354;318.9340429498029;267.30352672438335
313;161.03812016912894;462.5692283931945;318.85387321766484;267.3412956667476
314;161.21766605893256;462.1001267579655;319.2424697321929;267.3868849497185
315;160.97028008796437;461.7538977002947;319.05435062621837;267.39547851321544
316;161.53989378813387;460.9471959807775;318.2016960100693;267.39322436366814
317;161.17972811194522;461.00449269512256;316.9168583269552;267.3839405629468
318;161.26821990207713;460.68786908043734;317.47475721039933;267.39472434829423
319;161.00314008600833;460.83593020990145;317.9053374870525;267.4005741222897
320;161.1936114611188;460.6166514304314;317.89238965554046;267.40175202711663
321;160.95464459938543;460.7896387373976;318.1767985763943;267.4051421135242
322;160.0688481521982;461.48377604356625;319.09178522455863;267.4151642732048
323;159.37446054431595;462.02467263060396;318.8684730897735;267.1186825096771
324;159.77219650346356;461.7048525175097;318.8113168955598;266.9268170932042
325;160.68281331018895;461.73492795048867;319.2247828837353;266.3435363986366
326;160.62262580128103;461.5165184754348;319.042918261635;266.42297212102784
327;159.83836537068618;460.80022675512635;319.6551154979924;265.8938283630431
328;159.26379635184196;460.69555018026153;319.106716183766;265.51911007371774
329;159.69664386771095;460.551944348127;318.96617490665494;265.8870950098306
330;160.71560309042812;460.4548941973763;318.1444565604195;265.529539918011
331;160.595004010723;460.6459019811307;317.51850031926256;265.3546938264192
332;160.56554975662814;460.8086515953521;317.9338345947277;265.7802244490865
333;161.2768190727653;460.3327860125648;317.47343535766674;265.46007405352736
334;160.83447135517937;460.78214734787696;317.2349297741855;265.6196743326593
335;160.7212035305248;460.8972110837372;317.7494496535136;266.246791612127
336;161.08376877912232;461.3936994447198;317.82652704587025;266.91427891657287
337;160.8832468560877;461.29471994668506;318.13398788010863;267.0882845916708
338;161.14295657147733;460.8104900942225;317.9889944466066;267.26980970043013
339;160.92171892111847;460.9156338688618;318.2395916905873;267.319379601178
340;161.52259904921527;461.5579504058734;319.13260074878406;267.3594186401798
341;161.18294881192156;462.5569914942864;318.9829357870026;267.3776254120153
342;161.27885616051245;462.0949566681768;319.2969986677381;267.40223426709406
343;161.0100536539913;461.7505371419321;319.0897944343227;267.40545556950957
344;161.58001662558263;462.1006375333692;318.2247344853371;267.39970945025937
345;161.22027023656034;462.9097381271587;316.9318333358792;267.38815586923107
346;161.29462446242232;462.24399212056534;317.48108415166973;267.39650531519936
347;161.0203030502327;461.84741018598464;317.9094499988783;267.401731750778
348;160.25128914407;461.80017817296323;317.8941271917869;267.40224112515295
349;160.3421350933037;461.55893112004327;318.17792797495446;267.40546002724784
350;160.9236123643964;461.67327616005906;318.9568828671477;267.41399439202985
351;160.77914518651588;461.47644481165554;318.868719163939;267.41309965071787
352;161.4299261217236;461.92247751868933;319.5415336064627;267.4203366723807
353;160.908559565542;462.2048724840681;319.05842769421383;267.41519768231325
354;160.7693608672605;461.82198242226144;318.93472330153196;267.413881789402
355;159.93374316357284;460.9987783205637;319.5844362958981;267.42084506252536
356;159.30771437998112;461.068416793319;319.0766181674144;267.12108264316504
357;159.72881149664593;461.0832862232745;318.94661119602637;266.92837717997133
358;159.25738607267337;460.5186257912222;318.1317401485109;266.20637332860247
359;158.2202405529506;460.7334416031616;316.8712588431141;265.13997304689235
360;159.0587268731846;460.57811271991386;317.4556041146337;265.57821537927975
361;159.5669696172282;460.76458857556116;317.8929520617189;265.9255134584459
362;159.166859413796;461.46749343837257;317.4467762619923;266.7320875932047
363;158.99337030234105;462.01779322990967;317.2237357337533;266.922857499462
364;159.52448784617988;461.70038090705845;317.7421735272326;267.09386067054874
365;159.12457569987043;460.9197373356817;318.80927894260356;267.2128313352707
366;158.96584112656683;461.0350219772063;318.7491141856475;267.03319684339994
367;159.50659388192665;461.0615795928013;318.73373360787787;266.87125141012405
368;159.12761518584998;461.6605375995787;317.9932842669956;267.3468172617955
369;159.92643271295765;461.34312239339033;317.45469945278126;266.88825095045723
370;160.13097841308067;461.2618448633209;317.89236403151483;266.77703657971125
371;160.83439866700218;461.5477572165939;318.83652529867635;266.2802541316858
372;160.7211562832096;461.3948574984032;318.79055083134665;266.3818386475098
373;159.9170807466839;461.8771682382199;319.491076668305;265.8670916052564
374;160.26938239458772;462.18572931306977;319.0373456913091;265.80214362753725
375;160.35389570614024;461.8095393611125;318.92101999964393;266.3653966537977
376;161.1392439399482;460.98336306030905;319.5755291496709;266.73932972438257
377;160.9193057106245;461.02800129681805;319.27083924757903;266.9745676167471
378;161.15819143751912;460.69780146465365;319.41863787983164;267.23194234859324
379;160.93162158404564;460.84238625964207;319.1688599221835;267.294765822484
380;161.52903578011797;461.5103394598806;319.7366250993216;267.3434196840287
381;160.9504333962136;462.0307441542214;319.1408538499468;267.3827002547346
382;160.79657885719706;461.7087990078611;318.9883003027584;267.3927584614759
383;159.95143485703161;460.92520910120345;318.1587632998203;267.3914563300375
384;159.31518912046744;461.0373337981393;318.4742072396575;267.4029957376733
385;159.73367007796205;461.0630822764077;318.55498000607037;267.40595052538606
386;159.26054415052886;460.50549322575876;317.8771051069731;267.4000311715791
387;159.02328779697;460.8600038407639;317.40562764316974;267.1021107041718
388;159.5439342176887;460.9478178041137;317.86046735526736;266.91604541962573
389;160.6127689724547;460.42324404825985;318.886041756998;267.3914851257841
390;160.57709698175375;460.6639239389861;318.82273652925574;267.1041387936737
391;161.01360824957123;460.54397878096967;319.2292311683518;267.47793807819335
392;160.8376425118795;460.7424015152475;319.0457455597217;267.45466304672414
393;159.99279679531932;461.4530718491687;319.6566007637214;267.4473528797847
394;158.69825752267045;461.34083154082685;319.3235357967119;267.4347826677585
395;159.26068904289127;460.83473496857744;319.44090217184026;267.42638320764553
396;159.69824502753752;460.9313930371925;319.1833317119891;267.421152380868
397;159.2375178677529;460.41989522026887;318.2855337158203;267.40991237764234
398;158.20732621975228;460.66926673204193;316.9713528356933;267.39478777203004
399;159.05327056740833;460.5509988368658;317.4977811403412;267.3993072941319
400;159.56342301847363;460.74696455157994;317.9203030415148;267.4035530370842
401;160.5946065127807;461.3302202848833;318.8480363327695;267.41318868868564
402;160.56529138296565;461.2534584927913;318.79796891659316;267.4125759435441
403;161.29092114941596;461.7775364114276;319.4955459456879;267.41999626271775
404;160.849829964742;462.14363486625007;319.03899790753655;267.4150538592307
405;160.7311866267405;461.7821779706797;318.92209394019176;267.4137883043984
406;161.3987530578696;462.1212040720551;319.576227211027;267.42078429727303
407;160.8953889460637;462.2888344528651;319.0731498290564;267.1210569698459
408;160.7607999645996;461.8765577019795;318.9443567760937;266.92836049231386
409;161.40373170794678;461.0269249818726;319.59105053239057;266.222330804379
410;160.88809194354354;461.07542106240953;319.0795846488852;265.9522321891665
411;160.7560569129615;461.0878389981834;318.94847532206836;266.4629542188567
412;159.93976615602264;461.677606213077;318.1328770623718;266.78708357233495
413;159.31992340093177;462.1065658772223;318.46327030433554;267.14764824754394
414;159.73674736026385;461.7580831278117;318.5478709981111;267.239974656802
415;159.27721494676916;462.1132648973354;319.33298229867455;267.3078054263354
416;159.70898686505816;461.7624374908852;319.1131837944314;267.34407682301645
417;160.65610723796266;461.7592576017398;319.3520284508768;267.38805998824205
418;160.60526685433393;461.53233274874805;319.12556379336286;267.39624228825573
419;161.0347855334317;461.66203834818685;319.3572590004253;267.4100998973056
420;160.85140774638882;461.4691402339386;319.1289636505694;267.4105682291471
421;161.46262676610976;460.762103627646;319.71069252277243;267.41869124835966
422;160.91297510561742;460.9635340402488;319.12989733635476;267.4145024906644
423;160.77223096830951;461.0151124337789;318.9811785689236;267.4134299148303
424;161.41116186035822;460.4669855575422;319.6146322197027;267.42055134405376
425;160.8912311829374;460.83884665562994;319.08937594522183;267.1209585471108
426;160.7580974185675;460.93406563377664;318.95490375160125;266.92829651753607
427;160.14050726469145;461.4142900996554;318.33588000155544;266.6281118796111
428;160.27012687170765;461.3081038723932;318.465067301304;266.90227601764565
429;161.09906421709826;461.81305590816885;317.81866184887497;267.0726427415478
430;160.9076511710455;462.72281007077845;316.66788612217886;267.17556250856853
431;161.51345501166787;462.73261493711925;316.65049408244363;267.2502789606477
432;160.94385052154345;462.54715554335473;316.88732039839203;267.3331702290377
433;160.79229998866145;462.0444664107977;317.5235035592478;267.36056394477293
434;159.9633241552276;462.29941403127634;317.20664541653844;267.37052989418055
435;159.32021234895527;461.6179353810951;318.0719374339709;267.3941543185237
436;159.73693517647914;461.44047330532896;318.29350463237404;267.40020360293886
