frame,timestamp,ID_6_x_ema,ID_6_y_ema,ID_6_x_raw,ID_6_y_raw,ID_6_x_filtered,ID_6_y_filtered,ID_6_x_bottom,ID_6_y_bottom,ID_8_x_ema,ID_8_y_ema,ID_8_x_raw,ID_8_y_raw,ID_8_x_filtered,ID_8_y_filtered,ID_8_x_bottom,ID_8_y_bottom
1,2026-05-21 11:19:09.695,,,,,,,,,,,,,,,,
2,2026-05-21 11:19:09.801,,,,,,,,,,,,,,,,
3,2026-05-21 11:19:09.840,,,,,,,,,,,,,,,,
4,2026-05-21 11:19:09.878,,,,,,,,,,,,,,,,
5,2026-05-21 11:19:09.922,,,,,,,,,,,,,,,,
6,2026-05-21 11:19:09.966,,,,,,,,,,,,,,,,
7,2026-05-21 11:19:10.002,,,,,,,,,,,,,,,,
8,2026-05-21 11:19:10.041,,,,,,,,,,,,,,,,
9,2026-05-21 11:19:10.083,,,,,,,,,,,,,,,,
10,2026-05-21 11:19:10.130,,,,,,,,,218.56,304.06,213.81,305.18,216.2,304.97,220.83,326.19
11,2026-05-21 11:19:10.165,,,,,,,,,216.9,304.45,213.81,305.18,213.9,305.31,220.5,326.39
12,2026-05-21 11:19:10.206,,,,,,,,,215.08,304.7,211.69,305.16,211.7,305.37,220.63,326.78
13,2026-05-21 11:19:10.244,,,,,,,,,213.15,304.86,209.57,305.15,209.55,305.32,,
14,2026-05-21 11:19:10.281,,,,,,,,,212.64,304.96,211.69,305.16,210.3,305.27,,
15,2026-05-21 11:19:10.324,,,,,,,,,213.31,305.09,213.81,305.18,213.44,305.2,220.61,326.97
16,2026-05-21 11:19:10.361,,,,,,,,,213.49,305.12,213.81,305.18,213.9,305.19,220.61,326.97
17,2026-05-21 11:19:10.403,,,,,,,,,214.34,305.15,215.92,305.2,215.45,305.19,220.31,326.78
18,2026-05-21 11:19:10.441,,,,,,,,,214.15,305.16,213.81,305.18,214.65,305.18,220.31,326.78
19,2026-05-21 11:19:10.488,,,,,,,,,214.06,304.88,212.74,304.33,213.83,304.61,220.75,327.17
20,2026-05-21 11:19:10.531,,,,,,,,,213.6,304.68,212.74,304.33,212.96,304.34,220.91,327.17
21,2026-05-21 11:19:10.577,,,,,,,,,213.29,303.97,212.73,302.64,212.6,303.11,,
22,2026-05-21 11:19:10.614,,,,,,,,,213.1,304.09,212.74,304.33,212.53,303.72,,
23,2026-05-21 11:19:10.655,,,,,,,,,212.89,303.85,212.74,304.33,212.63,303.75,220.43,327.17
24,2026-05-21 11:19:10.698,,,,,,,,,212.84,304.01,212.74,304.33,212.68,304.18,220.52,327.95
25,2026-05-21 11:19:10.742,,,,,,,,,212.8,303.53,212.73,302.64,212.71,303.22,220.26,327.36
26,2026-05-21 11:19:10.792,,,,,,,,,212.78,303.81,212.74,304.33,212.73,303.88,219.94,327.36
27,2026-05-21 11:19:10.833,,,,,,,,,213.87,303.73,215.92,304.35,214.89,303.86,220.42,327.36
28,2026-05-21 11:19:10.870,,,,,,,,,214.58,303.95,215.92,304.35,215.88,304.25,220.15,326.78
29,2026-05-21 11:19:10.922,,,,,,,,,215.79,304.69,218.04,306.05,217.65,305.55,,
30,2026-05-21 11:19:10.961,,,,,,,,,215.85,305.75,215.94,307.72,216.91,307.25,220.45,326.97
31,2026-05-21 11:19:11.003,,,,,,,,,216.37,305.33,215.92,304.35,216.74,305.29,220.45,326.97
32,2026-05-21 11:19:11.041,,,,,,,,,216.21,304.99,215.92,304.35,216.15,304.54,220.08,325.81
33,2026-05-21 11:19:11.079,,,,,,,,,215.36,304.17,213.79,302.65,214.46,303.09,220.08,325.81
34,2026-05-21 11:19:11.120,,,,,,,,,215.56,304.23,215.92,304.35,215.16,303.65,220.5,326.39
35,2026-05-21 11:19:11.163,,,,,,,,,214.91,303.91,214.86,304.34,214.45,303.71,220.5,326.39
36,2026-05-21 11:19:11.198,,,,,,,,,214.89,304.06,214.86,304.34,214.67,304.16,,
37,2026-05-21 11:19:11.236,,,,,,,,,214.87,303.57,214.84,302.66,214.78,303.22,,
38,2026-05-21 11:19:11.277,,,,,,,,,214.87,303.84,214.86,304.34,214.84,303.89,,
39,2026-05-21 11:19:11.322,,,,,,,,,215.23,303.75,215.92,304.35,215.58,303.86,,
40,2026-05-21 11:19:11.358,,,,,,,,,215.47,303.96,215.92,304.35,215.91,304.25,220.54,327.75
41,2026-05-21 11:19:11.398,,,,,,,,,216.37,304.69,218.04,306.05,217.46,305.55,220.54,327.75
42,2026-05-21 11:19:11.442,,,,,,,,,217.7,305.76,220.17,307.75,219.56,307.27,220.42,327.36
43,2026-05-21 11:19:11.483,,,,,,,,,217.15,305.34,215.92,304.35,217.08,305.3,220.42,327.36
44,2026-05-21 11:19:11.519,,,,,,,,,216.72,304.99,215.92,304.35,216.14,304.54,220.12,327.17
45,2026-05-21 11:19:11.560,,,,,,,,,215.69,304.17,213.79,302.65,214.33,303.09,220.12,327.17
46,2026-05-21 11:19:11.602,,,,,,,,,215.77,304.24,215.92,304.35,215.03,303.65,220.77,326.97
47,2026-05-21 11:19:11.647,,,,,,,,,215.37,303.92,215.92,304.35,215.12,303.71,,
48,2026-05-21 11:19:11.684,,,,,,,,,215.56,304.07,215.92,304.35,215.68,304.17,221.07,327.17
49,2026-05-21 11:19:11.724,,,,,,,,,216.43,304.76,218.04,306.05,217.37,305.52,220.68,326.2
50,2026-05-21 11:19:11.761,,,,,,,,,216.25,304.62,215.92,304.35,216.67,304.96,,
51,2026-05-21 11:19:11.809,,,,,,,,,216.53,303.79,215.91,303.51,216.65,303.33,220.57,325.61
52,2026-05-21 11:19:11.845,,,,,,,,,216.31,303.69,215.91,303.51,216.11,303.33,220.96,326.58
53,2026-05-21 11:19:11.886,,,,,,,,,215.43,303.62,213.79,303.49,214.45,303.37,,
54,2026-05-21 11:19:11.924,,,,,,,,,215.6,303.58,215.91,303.51,215.16,303.43,219.96,327.17
55,2026-05-21 11:19:11.966,306.81,154.77,306.09,154.31,306.73,154.97,316.23,169.36,215.3,303.83,215.92,304.35,215.18,304.06,220.35,328.14
56,2026-05-21 11:19:12.002,306.56,154.61,306.09,154.31,306.23,154.5,316.92,168.91,215.51,304.01,215.92,304.35,215.71,304.34,220.52,326.2
57,2026-05-21 11:19:12.045,307.13,153.92,308.2,152.64,307.46,153.17,,,214.91,303.54,213.79,302.65,214.5,303.28,220.43,327.17
58,2026-05-21 11:19:12.083,306.77,152.86,306.09,150.88,306.64,151.4,,,215.26,303.82,215.92,304.35,215.35,303.91,221.03,325.81
59,2026-05-21 11:19:12.127,306.85,153.32,306.09,154.31,306.7,153.37,,,215.15,303.74,215.92,304.35,215.3,303.85,220.5,326.39
60,2026-05-21 11:19:12.162,306.59,153.67,306.09,154.31,306.22,154.12,,,215.42,303.95,215.92,304.35,215.78,304.24,220.14,326.97
61,2026-05-21 11:19:12.201,305.67,153.28,303.98,152.56,304.6,153.23,,,216.34,304.69,218.04,306.05,217.42,305.55,220.34,326.39
62,2026-05-21 11:19:12.242,304.34,153.61,301.87,154.23,302.47,153.88,,,217.68,305.76,220.17,307.75,219.56,307.27,220.33,326.59
63,2026-05-21 11:19:12.288,304.87,153.62,306.09,154.31,304.92,153.84,,,217.14,305.33,215.92,304.35,217.1,305.3,,
64,2026-05-21 11:19:12.325,305.3,153.86,306.09,154.31,305.86,154.23,,,216.71,304.99,215.92,304.35,216.15,304.54,,
65,2026-05-21 11:19:12.368,304.84,153.4,303.98,152.56,304.8,153.19,,,215.69,304.17,213.79,302.65,214.33,303.09,220.2,326.2
66,2026-05-21 11:19:12.409,303.8,152.49,301.87,150.8,302.8,151.48,,,215.77,304.23,215.92,304.35,215.03,303.65,220.51,328.14
67,2026-05-21 11:19:12.452,304.64,153.14,306.09,154.31,305.1,153.44,,,215.37,303.92,215.92,304.35,215.12,303.71,220.15,326.78
68,2026-05-21 11:19:12.488,305.15,153.55,306.09,154.31,305.96,154.18,,,215.56,304.07,215.92,304.35,215.68,304.17,220.63,326.78
69,2026-05-21 11:19:12.526,304.74,154.4,303.98,155.99,304.85,155.58,,,216.43,304.76,218.04,306.05,217.37,305.52,220.34,326.39
70,2026-05-21 11:19:12.565,305.21,154.37,306.09,154.31,305.67,155.02,,,216.25,304.62,215.92,304.35,216.67,304.96,,
71,2026-05-21 11:19:12.606,305.24,154.72,306.09,154.31,305.53,154.94,,,216.53,303.79,215.91,303.51,216.65,303.33,,
72,2026-05-21 11:19:12.644,305.54,154.58,306.09,154.31,305.98,154.5,,,216.31,303.69,215.91,303.51,216.11,303.33,,
73,2026-05-21 11:19:12.682,306.47,155.1,308.2,156.07,307.59,155.49,,,215.43,303.62,213.79,303.49,214.45,303.37,220.31,326.78
74,2026-05-21 11:19:12.723,306.34,154.82,306.09,154.31,306.85,154.79,,,215.6,303.58,215.91,303.51,215.16,303.43,,
75,2026-05-21 11:19:12.766,306.67,154.93,306.09,154.31,306.82,154.82,,,215.3,303.83,215.92,304.35,215.18,304.06,,
76,2026-05-21 11:19:12.805,306.47,154.71,306.09,154.31,306.29,154.42,,,215.51,304.01,215.92,304.35,215.71,304.34,220.5,326.39
77,2026-05-21 11:19:12.846,307.07,155.19,308.2,156.07,307.48,155.45,,,214.91,303.54,213.79,302.65,214.5,303.28,220.33,326.59
78,2026-05-21 11:19:12.889,306.73,154.88,306.09,154.31,306.65,154.77,,,215.26,303.82,215.92,304.35,215.35,303.91,219.75,326.0
79,2026-05-21 11:19:12.938,306.84,154.95,306.09,154.31,306.7,154.82,,,216.12,303.75,215.92,304.35,216.62,303.86,,
80,2026-05-21 11:19:12.972,306.58,154.73,306.09,154.31,306.22,154.42,,,216.05,303.96,215.92,304.35,216.23,304.24,219.96,327.17
81,2026-05-21 11:19:13.009,307.14,154.0,308.2,152.64,307.45,153.13,,,216.75,304.69,218.04,306.05,217.45,305.55,,
82,2026-05-21 11:19:13.047,306.78,154.11,306.09,154.31,306.64,153.71,,,217.94,305.76,220.17,307.75,219.45,307.26,,
83,2026-05-21 11:19:13.090,306.86,154.63,306.09,154.31,306.7,154.8,,,217.25,305.04,215.91,303.51,217.0,304.73,,
84,2026-05-21 11:19:13.125,306.59,154.52,306.09,154.31,306.22,154.51,,,216.78,304.5,215.91,303.51,216.08,303.71,220.43,327.17
85,2026-05-21 11:19:13.165,307.15,153.86,308.2,152.64,307.46,153.23,,,215.74,304.15,213.79,303.49,214.31,303.31,,
86,2026-05-21 11:19:13.203,306.78,154.02,306.09,154.31,306.64,153.78,,,215.8,303.93,215.91,303.51,215.02,303.24,220.49,326.58
87,2026-05-21 11:19:13.247,306.86,154.89,306.09,155.17,306.7,155.4,,,215.38,303.98,215.92,304.35,215.12,303.94,,
88,2026-05-21 11:19:13.283,306.59,154.99,306.09,155.17,306.22,155.37,,,215.57,304.11,215.92,304.35,215.69,304.27,220.36,326.2
89,2026-05-21 11:19:13.323,305.68,155.04,303.98,155.13,304.6,155.27,,,216.43,304.79,218.04,306.05,217.37,305.55,220.36,326.2
90,2026-05-21 11:19:13.361,304.34,155.05,301.87,155.09,302.47,155.17,,,216.25,304.64,215.92,304.35,216.67,304.96,220.78,326.78
91,2026-05-21 11:19:13.401,304.87,154.81,306.09,154.31,304.92,154.58,,,216.53,303.8,215.91,303.51,216.65,303.32,220.78,326.78
92,2026-05-21 11:19:13.437,305.3,154.64,306.09,154.31,305.86,154.32,,,216.31,303.7,215.91,303.51,216.11,303.32,220.45,326.97
93,2026-05-21 11:19:13.476,306.31,155.14,308.2,156.07,307.66,155.42,,,215.43,303.63,213.79,303.49,214.45,303.37,220.45,326.97
94,2026-05-21 11:19:13.518,306.24,154.85,306.09,154.31,306.97,154.78,,,215.6,303.58,215.91,303.51,215.16,303.43,220.43,327.17
95,2026-05-21 11:19:13.561,306.63,154.94,306.09,154.31,306.88,154.84,,,215.3,303.83,215.92,304.35,215.18,304.06,220.43,327.17
96,2026-05-21 11:19:13.597,306.44,154.72,306.09,154.31,306.32,154.43,,,215.51,304.01,215.92,304.35,215.71,304.34,220.56,327.56
97,2026-05-21 11:19:13.635,305.58,153.96,303.98,152.56,304.64,153.08,,,216.4,304.73,218.04,306.05,217.38,305.58,220.56,327.56
98,2026-05-21 11:19:13.675,304.28,152.86,301.87,150.8,302.48,151.3,,,216.23,304.6,215.92,304.35,216.67,304.97,220.54,326.0
99,2026-05-21 11:19:13.721,304.84,153.3,306.09,154.31,304.91,153.34,,,216.53,304.84,215.92,304.35,216.66,304.93,220.54,326.0
100,2026-05-21 11:19:13.761,305.28,153.65,306.09,154.31,305.85,154.12,,,216.32,304.67,215.92,304.35,216.12,304.51,,
101,2026-05-21 11:19:13.809,306.3,154.5,308.2,156.07,307.65,155.62,,,216.92,305.15,218.04,306.05,217.33,305.47,,
102,2026-05-21 11:19:13.849,306.23,154.43,306.09,154.31,306.96,155.04,,,218.06,306.06,220.17,307.75,219.36,307.1,220.75,327.17
103,2026-05-21 11:19:13.894,306.63,154.76,306.09,154.31,306.88,154.97,,,217.3,305.17,215.91,303.51,216.97,304.63,,
104,2026-05-21 11:19:13.934,306.44,154.61,306.09,154.31,306.32,154.51,,,216.81,304.59,215.91,303.51,216.07,303.65,220.33,326.59
105,2026-05-21 11:19:13.975,307.06,155.12,308.2,156.07,307.5,155.49,,,215.76,304.2,213.79,303.49,214.3,303.28,220.49,326.58
106,2026-05-21 11:19:14.011,306.72,154.84,306.09,154.31,306.65,154.78,,,215.81,303.96,215.91,303.51,215.02,303.23,,
107,2026-05-21 11:19:14.054,306.83,154.93,306.09,154.31,306.7,154.82,,,215.39,303.99,215.92,304.35,215.12,303.94,220.14,326.97
108,2026-05-21 11:19:14.089,306.57,154.72,306.09,154.31,306.22,154.42,,,215.57,304.12,215.92,304.35,215.69,304.27,220.68,326.2
109,2026-05-21 11:19:14.131,305.67,155.16,303.98,155.99,304.6,155.39,,,216.44,304.8,218.04,306.05,217.37,305.55,220.59,327.17
110,2026-05-21 11:19:14.175,305.81,154.86,306.09,154.31,305.33,154.74,,,216.26,305.82,215.94,307.72,216.69,307.24,220.29,326.97
111,2026-05-21 11:19:14.217,306.45,154.95,306.09,154.31,306.67,154.82,,,215.58,305.06,215.91,303.51,215.34,304.71,,
112,2026-05-21 11:19:14.252,306.33,154.72,306.09,154.31,306.33,154.43,,,215.7,304.52,215.91,303.51,215.67,303.7,,
113,2026-05-21 11:19:14.292,306.98,154.0,308.2,152.64,307.58,153.14,,,216.51,304.17,218.02,303.53,217.28,303.33,,
114,2026-05-21 11:19:14.329,306.67,154.11,306.09,154.31,306.73,153.71,,,217.78,303.95,220.14,303.54,219.44,303.28,220.34,326.39
115,2026-05-21 11:19:14.374,306.81,154.93,306.09,155.17,306.73,155.38,,,217.18,303.99,215.92,304.35,217.06,303.96,220.49,326.58
116,2026-05-21 11:19:14.408,306.56,155.01,306.09,155.17,306.23,155.36,,,216.74,304.12,215.92,304.35,216.13,304.27,,
117,2026-05-21 11:19:14.446,307.13,155.08,308.2,155.21,307.46,155.33,,,215.71,303.61,213.79,302.65,214.33,303.25,,
118,2026-05-21 11:19:14.484,306.77,155.11,306.09,155.17,306.64,155.26,,,215.78,303.87,215.92,304.35,215.03,303.9,,
119,2026-05-21 11:19:14.528,306.86,154.86,306.09,154.31,306.7,154.62,,,215.37,303.76,215.92,304.35,215.12,303.85,,
120,2026-05-21 11:19:14.565,306.59,154.67,306.09,154.31,306.22,154.33,,,215.56,303.97,215.92,304.35,215.68,304.24,,
121,2026-05-21 11:19:14.606,307.15,153.96,308.2,152.64,307.45,153.1,,,216.42,303.52,218.02,302.68,217.35,303.27,220.69,326.0
122,2026-05-21 11:19:14.645,306.78,152.88,306.09,150.88,306.64,151.38,,,217.72,303.82,220.14,304.38,219.52,303.94,220.68,327.94
123,2026-05-21 11:19:14.691,306.86,153.33,306.09,154.31,306.7,153.38,,,217.16,303.75,215.92,304.35,217.09,303.87,,
124,2026-05-21 11:19:14.726,306.59,153.67,306.09,154.31,306.22,154.14,,,216.72,303.96,215.92,304.35,216.15,304.25,220.91,327.17
125,2026-05-21 11:19:14.765,307.15,153.31,308.2,152.64,307.46,153.3,,,215.7,303.5,213.79,302.65,214.34,303.25,,
126,2026-05-21 11:19:14.804,306.78,153.66,306.09,154.31,306.64,153.97,,,215.77,303.8,215.92,304.35,215.04,303.91,220.17,326.59
127,2026-05-21 11:19:14.847,306.86,153.66,306.09,154.31,306.7,153.88,,,215.37,303.73,215.92,304.35,215.12,303.86,220.66,326.39
128,2026-05-21 11:19:14.884,306.59,153.89,306.09,154.31,306.22,154.23,,,215.56,303.95,215.92,304.35,215.68,304.24,,
129,2026-05-21 11:19:14.925,305.68,154.62,303.98,155.99,304.6,155.5,,,216.43,304.69,218.04,306.05,217.37,305.55,220.05,326.2
130,2026-05-21 11:19:14.967,304.34,154.48,301.87,154.23,302.47,154.86,,,216.26,305.75,215.94,307.72,216.69,307.25,220.17,326.59
131,2026-05-21 11:19:15.015,304.87,154.77,306.09,154.31,304.92,154.88,,,215.58,305.32,215.92,304.35,215.35,305.28,,
132,2026-05-21 11:19:15.051,305.3,154.61,306.09,154.31,305.86,154.47,,,215.7,304.98,215.92,304.35,215.68,304.53,,
133,2026-05-21 11:19:15.092,306.31,155.12,308.2,156.07,307.66,155.48,,,215.03,304.17,213.79,302.65,214.41,303.09,,
134,2026-05-21 11:19:15.134,306.24,154.84,306.09,154.31,306.97,154.79,,,215.34,304.23,215.92,304.35,215.27,303.65,,
135,2026-05-21 11:19:15.177,306.63,154.93,306.09,154.31,306.88,154.82,,,215.19,303.91,215.92,304.35,215.27,303.71,,
136,2026-05-21 11:19:15.211,306.44,154.72,306.09,154.31,306.32,154.42,,,215.44,304.07,215.92,304.35,215.77,304.17,,
137,2026-05-21 11:19:15.249,307.06,155.19,308.2,156.07,307.5,155.45,,,214.86,303.57,213.79,302.65,214.53,303.21,220.75,327.17
138,2026-05-21 11:19:15.292,306.72,154.88,306.09,154.31,306.65,154.77,,,215.23,303.84,215.92,304.35,215.36,303.9,,
139,2026-05-21 11:19:15.337,306.84,154.95,306.09,154.31,306.7,154.82,,,215.14,303.46,215.91,303.51,215.29,303.29,,
140,2026-05-21 11:19:15.371,306.57,154.73,306.09,154.31,306.22,154.42,,,215.41,303.47,215.91,303.51,215.78,303.42,220.03,326.39
141,2026-05-21 11:19:15.414,307.14,155.2,308.2,156.07,307.45,155.45,,,214.84,303.48,213.79,303.49,214.54,303.47,220.19,326.39
142,2026-05-21 11:19:15.452,306.77,154.89,306.09,154.31,306.64,154.77,,,215.22,303.49,215.91,303.51,215.36,303.51,,
143,2026-05-21 11:19:15.503,306.86,154.96,306.09,154.31,306.7,154.82,316.51,168.91,215.13,303.5,215.91,303.51,215.29,303.52,,
144,2026-05-21 11:19:15.543,306.59,154.73,306.09,154.31,306.22,154.42,,,215.41,303.5,215.91,303.51,215.78,303.52,220.2,326.2
145,2026-05-21 11:19:15.591,307.15,155.2,308.2,156.07,307.46,155.45,,,214.84,303.5,213.79,303.49,214.54,303.5,,
146,2026-05-21 11:19:15.627,306.78,154.89,306.09,154.31,306.64,154.77,,,215.21,303.5,215.91,303.51,215.36,303.51,,
147,2026-05-21 11:19:15.674,306.86,155.26,306.09,155.17,306.7,155.4,,,215.14,303.8,215.92,304.35,215.3,304.07,221.08,326.97
148,2026-05-21 11:19:15.709,306.59,155.23,306.09,155.17,306.22,155.27,,,215.41,303.99,215.92,304.35,215.78,304.34,220.77,326.97
149,2026-05-21 11:19:15.749,307.15,155.22,308.2,155.21,307.46,155.23,,,214.84,303.52,213.79,302.65,214.54,303.28,220.12,327.17
150,2026-05-21 11:19:17.858,306.54,154.89,306.09,154.31,306.22,154.58,,,215.46,303.71,215.91,303.51,215.78,303.67,,
151,2026-05-21 11:19:17.895,306.38,154.69,306.09,154.31,306.05,154.31,,,215.62,303.64,215.91,303.51,215.95,303.54,220.59,327.17
152,2026-05-21 11:19:17.931,305.54,153.94,303.98,152.56,304.57,153.04,,,216.46,303.6,218.02,303.53,217.43,303.51,220.61,326.97
153,2026-05-21 11:19:17.971,304.25,152.84,301.87,150.8,302.5,151.3,,,217.75,303.58,220.14,303.54,219.5,303.51,,
154,2026-05-21 11:19:18.013,304.83,153.29,306.09,154.31,304.95,153.35,,,217.17,303.84,215.92,304.35,217.06,304.07,220.45,326.97
155,2026-05-21 11:19:18.053,305.27,153.65,306.09,154.31,305.88,154.13,,,216.73,304.02,215.92,304.35,216.13,304.33,220.5,326.39
156,2026-05-21 11:19:18.098,306.3,154.5,308.2,156.07,307.67,155.62,,,215.7,303.54,213.79,302.65,214.33,303.27,220.82,326.39
157,2026-05-21 11:19:18.147,306.22,154.43,306.09,154.31,306.97,155.04,,,215.78,303.82,215.92,304.35,215.03,303.9,,
158,2026-05-21 11:19:18.195,306.63,154.76,306.09,154.31,306.88,154.97,,,215.37,303.45,215.91,303.51,215.11,303.28,,
159,2026-05-21 11:19:18.231,306.44,154.61,306.09,154.31,306.32,154.5,,,215.56,303.47,215.91,303.51,215.68,303.4,220.45,326.97
160,2026-05-21 11:19:18.269,305.58,153.89,303.98,152.56,304.64,153.11,,,216.42,303.49,218.02,303.53,217.36,303.49,220.29,326.97
161,2026-05-21 11:19:18.311,305.76,152.84,306.09,150.88,305.34,151.37,,,216.24,303.5,215.91,303.51,216.66,303.51,220.0,326.78
162,2026-05-21 11:19:18.357,305.47,153.29,306.09,154.31,305.35,153.34,,,216.53,303.8,215.92,304.35,216.65,304.1,,
163,2026-05-21 11:19:18.396,305.69,153.65,306.09,154.31,305.89,154.12,,,216.32,303.99,215.92,304.35,216.12,304.35,,
164,2026-05-21 11:19:18.434,306.57,154.5,308.2,156.07,307.54,155.61,,,216.92,304.72,218.04,306.05,217.33,305.58,,
165,2026-05-21 11:19:18.472,306.4,154.43,306.09,154.31,306.84,155.04,,,218.06,305.78,220.17,307.75,219.36,307.27,,
166,2026-05-21 11:19:18.516,306.7,154.76,306.09,154.31,306.82,154.97,,,217.3,305.05,215.91,303.51,216.97,304.72,,
167,2026-05-21 11:19:18.552,306.49,154.61,306.09,154.31,306.29,154.5,,,216.81,304.51,215.91,303.51,216.07,303.7,220.66,326.39
168,2026-05-21 11:19:18.589,307.09,155.12,308.2,156.07,307.49,155.49,,,215.76,304.15,213.79,303.49,214.3,303.3,220.66,326.39
169,2026-05-21 11:19:18.631,306.74,154.84,306.09,154.31,306.65,154.78,,,215.81,303.93,215.91,303.51,215.02,303.24,220.89,327.36
170,2026-05-21 11:19:18.677,306.84,154.93,306.09,154.31,306.7,154.82,,,215.39,303.98,215.92,304.35,215.12,303.94,,
171,2026-05-21 11:19:18.722,306.58,154.72,306.09,154.31,306.22,154.42,,,215.57,304.11,215.92,304.35,215.69,304.27,220.89,327.36
172,2026-05-21 11:19:18.771,305.67,155.16,303.98,155.99,304.6,155.39,,,216.44,304.79,218.04,306.05,217.37,305.55,220.26,327.36
173,2026-05-21 11:19:18.810,305.82,154.86,306.09,154.31,305.33,154.74,,,217.74,305.83,220.17,307.75,219.55,307.26,220.58,327.36
174,2026-05-21 11:19:18.856,305.49,154.93,306.09,154.31,305.36,154.8,,,217.17,305.36,215.92,304.35,217.1,305.29,,
175,2026-05-21 11:19:18.891,305.7,154.71,306.09,154.31,305.89,154.42,,,216.73,305.01,215.92,304.35,216.15,304.53,,
176,2026-05-21 11:19:18.930,306.58,155.19,308.2,156.07,307.55,155.45,,,217.19,305.37,218.04,306.05,217.22,305.39,,
177,2026-05-21 11:19:18.967,306.41,154.88,306.09,154.31,306.84,154.78,,,218.23,306.21,220.17,307.75,219.23,307.0,220.61,326.97
178,2026-05-21 11:19:19.014,306.7,154.95,306.09,154.31,306.82,154.83,,,217.38,305.52,215.92,304.35,216.92,305.15,220.52,326.2
179,2026-05-21 11:19:19.050,306.49,154.73,306.09,154.31,306.29,154.43,,,216.87,305.11,215.92,304.35,216.05,304.46,220.5,326.39
180,2026-05-21 11:19:19.092,305.61,153.97,303.98,152.56,304.63,153.08,,,215.79,304.25,213.79,302.65,214.29,303.05,220.54,326.0
181,2026-05-21 11:19:19.128,305.78,152.89,306.09,150.88,305.34,151.36,,,215.83,304.29,215.92,304.35,215.02,303.64,220.85,326.0
182,2026-05-21 11:19:19.175,305.48,153.31,306.09,154.31,305.35,153.35,,,216.36,304.71,215.92,304.35,216.44,304.78,,
183,2026-05-21 11:19:19.210,305.69,153.66,306.09,154.31,305.89,154.12,,,216.21,304.59,215.92,304.35,216.13,304.53,,
184,2026-05-21 11:19:19.249,305.09,154.48,303.98,155.99,304.69,155.56,,,216.85,305.1,218.04,306.05,217.41,305.55,220.19,326.39
185,2026-05-21 11:19:19.293,305.44,154.42,306.09,154.31,305.53,155.01,,,216.52,304.84,215.92,304.35,216.56,304.87,220.59,325.42
186,2026-05-21 11:19:19.344,306.3,154.76,306.09,154.31,306.79,154.97,,,216.65,304.65,215.91,303.51,216.56,304.3,221.03,325.81
187,2026-05-21 11:19:19.378,306.22,154.6,306.09,154.31,306.4,154.51,,,216.39,304.25,215.91,303.51,216.06,303.64,,
188,2026-05-21 11:19:19.419,305.44,153.89,303.98,152.56,304.76,153.11,,,216.96,304.0,218.02,303.53,217.28,303.4,,
189,2026-05-21 11:19:19.462,304.19,152.81,301.87,150.8,302.57,151.32,,,218.07,303.84,220.14,303.54,219.32,303.37,,
190,2026-05-21 11:19:19.511,304.81,153.28,306.09,154.31,304.94,153.33,,,217.31,303.95,215.92,304.35,216.97,304.0,220.5,326.39
191,2026-05-21 11:19:19.544,305.25,153.64,306.09,154.31,305.87,154.12,,,216.82,304.09,215.92,304.35,216.08,304.3,219.91,326.0
192,2026-05-21 11:19:19.593,304.81,154.46,303.98,155.99,304.8,155.56,,,215.76,303.59,213.79,302.65,214.31,303.26,,
193,2026-05-21 11:19:19.631,305.26,154.41,306.09,154.31,305.65,155.01,,,215.81,303.85,215.92,304.35,215.02,303.9,220.49,326.58
194,2026-05-21 11:19:19.673,305.26,154.73,306.09,154.31,305.53,154.95,,,216.36,304.53,215.92,304.35,216.44,304.91,220.66,326.39
195,2026-05-21 11:19:19.706,305.55,154.59,306.09,154.31,305.99,154.5,,,216.2,304.47,215.92,304.35,216.13,304.59,220.7,327.75
196,2026-05-21 11:19:19.753,305.0,153.88,303.98,152.56,304.73,153.11,,,216.85,305.02,218.04,306.05,217.41,305.57,219.71,326.39
197,2026-05-21 11:19:19.798,303.9,152.8,301.87,150.8,302.69,151.32,,,216.52,304.79,215.92,304.35,216.56,304.88,220.29,326.97
198,2026-05-21 11:19:19.840,304.68,153.27,306.09,154.31,305.03,153.34,,,215.69,304.15,215.92,304.35,215.24,303.81,,
199,2026-05-21 11:19:19.875,305.18,153.64,306.09,154.31,305.92,154.12,,,215.77,304.22,215.92,304.35,215.62,304.11,,
200,2026-05-21 11:19:19.913,306.23,154.49,308.2,156.07,307.68,155.61,,,215.07,303.67,213.79,302.65,214.39,303.13,220.5,326.39
201,2026-05-21 11:19:19.958,306.18,154.43,306.09,154.31,306.97,155.04,,,215.37,303.91,215.92,304.35,215.26,303.82,220.56,327.56
202,2026-05-21 11:19:20.001,306.61,154.76,306.09,154.31,306.88,154.97,,,215.2,303.78,215.92,304.35,215.27,303.84,,
203,2026-05-21 11:19:20.038,306.43,154.6,306.09,154.31,306.32,154.5,,,215.45,303.98,215.92,304.35,215.77,304.24,,
204,2026-05-21 11:19:20.078,305.57,153.89,303.98,152.56,304.64,153.11,,,214.87,303.51,213.79,302.65,214.53,303.25,,
205,2026-05-21 11:19:20.117,304.27,152.81,301.87,150.8,302.48,151.31,,,215.23,303.81,215.92,304.35,215.36,303.91,,
206,2026-05-21 11:19:20.163,304.84,153.28,306.09,154.31,304.91,153.33,,,216.11,304.51,215.92,304.35,216.62,304.92,220.59,327.17
