frame,timestamp,ID_8_x,ID_8_y,ID_6_x,ID_6_y
1332,2026-05-13 13:34:39,163.1834008366982,428.7291528325926,431.4080356069561,268.61931005742883
1333,2026-05-13 13:34:39,163.39010058901985,412.73006964147817,431.39521276854487,268.61917598801233
1334,2026-05-13 13:34:39,164.18883378496253,395.8872176912772,431.3868779235776,268.61908884289164
1335,2026-05-13 13:34:39,163.9150736557823,380.8256889968888,431.0194579673893,268.6151501649059
1336,2026-05-13 13:34:39,164.44538610257686,368.097256930009,430.78415646786556,268.6126268430287
1337,2026-05-13 13:34:39,163.995774617798,355.6954786622207,431.34811875733527,268.6186664323437
1338,2026-05-13 13:34:39,164.41287850156868,344.6875103491935,430.9977859813304,268.61491241686326
1339,2026-05-13 13:34:39,163.8738893670841,332.20548005461245,431.08804445076936,268.6158780718083
1340,2026-05-13 13:34:39,162.75512296775506,322.3094333123536,430.8287376820626,268.6130999825152
1341,2026-05-13 13:34:39,161.24377334945095,312.90533544941655,431.37709654656334,268.6189739730099
1342,2026-05-13 13:34:40,160.98694541395952,305.0176779420231,431.01662154432864,268.61511231829627
1343,2026-05-13 13:34:40,160.04983208499166,298.10120166085017,431.09600247613605,268.61596253016376
1344,2026-05-13 13:34:40,160.18153178542036,293.0177723515253,430.8339103985509,268.6131548804463
1345,2026-05-13 13:34:40,159.51142904065017,289.1117992208743,431.3804588122808,268.6190096566651
1346,2026-05-13 13:34:40,159.8315698065984,287.1746607655409,431.018807017045,268.61513551267217
1347,2026-05-13 13:34:40,159.2839537544159,285.3137766899844,431.09692583835874,268.6159723297876
1348,2026-05-13 13:34:40,159.68371087054612,284.7059461204625,430.83451058399567,268.61316125020176
1349,2026-05-13 13:34:40,159.20272963177297,284.8985759768358,431.38084893281984,268.6190137970061
1350,2026-05-13 13:34:40,159.64559109414853,285.62499540545105,430.7838981760695,268.6126190683708
1351,2026-05-13 13:34:40,159.17795177711452,285.49595801207835,430.6310426035077,268.6109816302809
1352,2026-05-13 13:34:40,159.62948548862053,286.01329372835875,431.24859474550266,268.61759704405756
1353,2026-05-13 13:34:40,159.18236731931233,286.9371641778277,430.9330953736392,268.6142173144773
1354,2026-05-13 13:34:40,159.64703149436943,288.1383666154903,431.0607126690198,268.6155843910502
1355,2026-05-13 13:34:40,159.1937722230491,288.3184615544632,430.81097202392533,268.6129090900225
1356,2026-05-13 13:34:40,159.65444468179834,289.03620991030346,429.93148667394985,268.603479714667
1357,2026-05-13 13:34:40,159.1985907948779,288.9020596960918,428.64243228045024,268.5896601909984
1358,2026-05-13 13:34:40,159.65757675348704,289.415548702362,429.1607670855117,268.5952183905357
1359,2026-05-13 13:34:40,159.20062664147557,289.14862991092986,429.5760073946451,268.599671189688
1360,2026-05-13 13:34:40,159.6589000537755,289.57581934200675,429.12875966491777,268.5948750794496
1361,2026-05-13 13:34:40,159.20148678666305,289.25280582669893,428.12065972457935,268.5840671781071
1362,2026-05-13 13:34:41,159.6594591481474,289.64353368725665,428.9403181806563,268.59285534258913
1363,2026-05-13 13:34:41,159.2018501980048,289.2968201511114,429.43271560648907,268.59813520852276
1364,2026-05-13 13:34:41,159.65969536551953,289.67214299812474,430.46968219744053,268.6092468699148
1365,2026-05-13 13:34:41,158.1223447584237,286.40070534651727,430.3989302303718,268.60849254167476
1366,2026-05-13 13:34:41,157.42056642085626,284.50614328968936,430.3808134388041,268.60829938792847
1367,2026-05-13 13:34:41,156.21547480197455,283.26757498644264,429.65188359362116,268.6004834083059
1368,2026-05-13 13:34:41,156.18110094916432,282.46960855564083,428.4606902782366,268.5877125918637
1369,2026-05-13 13:34:41,156.03179049587055,281.61271877308343,429.0839810895764,268.59439552990125
1370,2026-05-13 13:34:41,156.4360698586928,281.3974981595355,429.52609649728714,268.59913633027566
1371,2026-05-13 13:34:41,156.69885144452726,281.2576047607293,430.5303797764593,268.6098975990542
1372,2026-05-13 13:34:41,156.98068469533476,281.1075690905097,430.42457495750716,268.60876747473617
1373,2026-05-13 13:34:41,157.05285108834454,281.0691508658625,430.39748251144215,268.6084780944184
1374,2026-05-13 13:34:41,157.09975924380092,281.04417901984186,431.09678068566006,268.61596974574695
1375,2026-05-13 13:34:41,156.40127139604544,281.01030442982847,430.6638793416445,268.6113329567138
1376,2026-05-13 13:34:41,155.92743559932407,280.9988365512635,430.5530303611314,268.6101456577038
1377,2026-05-13 13:34:41,155.60423237051768,279.8007971030478,430.90013520123523,268.6138641160635
1378,2026-05-13 13:34:41,155.40936023273105,280.21265678885607,430.7065966698654,268.6117909112811
1379,2026-05-13 13:34:41,155.2674833822322,279.289780257483,431.29770488863517,268.6181230767077
1380,2026-05-13 13:34:42,155.19047339034546,279.88049583923896,430.96501696667536,268.61455923569986
1381,2026-05-13 13:34:42,155.14041689561907,280.26446096738033,431.07419954207757,268.6157288527668
1382,2026-05-13 13:34:42,155.10788017404693,280.5140383006722,430.8197384914129,268.6130029901383
1383,2026-05-13 13:34:42,155.08673130502504,280.67626356731193,431.37124707264104,268.61891092796486
1384,2026-05-13 13:34:42,155.0729845401608,280.78170999062775,430.77984139014393,268.61257560620095
1385,2026-05-13 13:34:42,155.06404914299907,280.85025016578305,430.62840569265603,268.61095337987047
1386,2026-05-13 13:34:42,155.0582411348439,280.894801279634,429.8128185586248,268.60220850306814
1387,2026-05-13 13:34:42,155.80080889057996,280.94967463439536,429.18895249263034,268.5955212730883
1388,2026-05-13 13:34:42,156.28593181525392,280.96651946938823,429.59432790927224,268.59986806334723
1389,2026-05-13 13:34:42,156.60126171629202,280.97746861213363,430.49508341532476,268.6095218324478
1390,2026-05-13 13:34:42,156.82122248985738,282.17431638987904,430.4433130090236,268.6089684269309
1391,2026-05-13 13:34:42,156.979177308837,284.1413360489292,431.126570509088,268.6162884618801
1392,2026-05-13 13:34:42,157.0668676250116,284.23083022379615,430.8537796199697,268.61336673606195
1393,2026-05-13 13:34:42,157.13884664668723,285.4780700409753,431.02720176309447,268.61522502166974
1394,2026-05-13 13:34:42,157.17065269461426,285.09970731862614,430.7891899350739,268.6126754999252
1395,2026-05-13 13:34:42,157.20630694192894,286.0428401526148,430.06777219459025,268.6049423585573
1396,2026-05-13 13:34:42,157.2145018865214,285.4668078911918,430.1655607155462,268.6059917689021
1397,2026-05-13 13:34:42,157.23480891666858,286.2814555247825,430.9460315183277,268.6143536341614
1398,2026-05-13 13:34:43,157.23302817010216,285.6219078831008,430.60018781844656,268.610650149569
1399,2026-05-13 13:34:43,157.23187068483398,285.1932019160077,430.5116308710528,268.6097018330597
1400,2026-05-13 13:34:43,157.21612198151905,283.7248122024363,429.7369149245827,268.60139499764114
1401,2026-05-13 13:34:43,157.19088364589754,281.5799765033609,428.5159606433616,268.5883051249316
1402,2026-05-13 13:34:43,157.18948040621035,281.3762156842158,429.1073328188417,268.5946458751225
1403,2026-05-13 13:34:43,157.1735666219469,280.0533887665176,429.54127512130964,268.5992990546695
1404,2026-05-13 13:34:43,157.17822434064243,280.3839336552677,430.5402458820739,268.61000336991015
1405,2026-05-13 13:34:43,157.16625017932773,279.40840544770134,430.4287433871293,268.6088121629228
1406,2026-05-13 13:34:43,157.17346865294,279.96469449803715,430.40019199069656,268.60850714173966
1407,2026-05-13 13:34:43,157.17816066078794,280.3262823807554,429.90342056309083,268.6031812272239
1408,2026-05-13 13:34:43,157.1812104658891,280.5613145045222,430.05873215507154,268.6048470335354
1409,2026-05-13 13:34:43,157.18319283920488,280.71408538497064,429.44253075919494,268.59823937795034
1410,2026-05-13 13:34:43,157.18448138186014,280.81338645726214,429.964958747713,268.60384187631973
1411,2026-05-13 13:34:43,157.18531893458604,280.87793215425165,430.09873197507596,268.60527645544767
1412,2026-05-13 13:34:43,157.18586334385787,280.91988685729484,430.90259283702204,268.613888680416
1413,2026-05-13 13:34:43,157.18621720988457,280.94715741427285,430.7081941331268,268.6118068781102
1414,2026-05-13 13:34:43,157.18644722280192,280.96488327630857,430.96569189490333,268.61456598168513
1415,2026-05-13 13:34:43,157.1865967311982,280.9764050866318,430.7492085207497,268.61224712393516
1416,2026-05-13 13:34:44,157.2016902495464,282.17362509830286,431.32540259171,268.61841961493286
1417,2026-05-13 13:34:44,157.22648135263483,284.14088670940464,430.7604720969506,268.61236802644487
1418,2026-05-13 13:34:44,157.22761525348022,284.2305381531052,430.61581565208036,268.610818453029
1419,2026-05-13 13:34:44,157.24333260519182,285.47788019502616,429.80463503225064,268.6021208006212
1420,2026-05-13 13:34:44,157.23856856764226,285.0995839187592,428.55997871334574,268.58877689686864
1421,2026-05-13 13:34:44,157.23547194323504,284.8536913391857,429.1259304534101,268.5948451987659
1422,2026-05-13 13:34:44,157.23345913737035,284.6938611624629,429.55336358377906,268.5994286150377
1423,2026-05-13 13:34:44,157.2321508135583,284.58997154759305,429.1140411878548,268.5947174059269
1424,2026-05-13 13:34:44,157.23130040308047,284.5224432979277,428.89371905347997,268.5923562845461
1425,2026-05-13 13:34:44,157.23074763626988,284.47854993564516,429.4024261738245,268.59781082079485
1426,2026-05-13 13:34:44,157.230388337843,284.4500192501615,429.0159318713844,268.59366583966903
1427,2026-05-13 13:34:44,157.23015479386552,284.43147430459715,429.784720717613,268.6019095563959
1428,2026-05-13 13:34:44,157.23000299028016,284.41942008998035,429.98157725551096,268.6040204474972
1429,2026-05-13 13:34:44,157.2299043179497,284.4115848504794,430.8264422693048,268.61307227524816
1430,2026-05-13 13:34:44,157.24482049709698,285.59556054831944,430.54966136073443,268.6101087754281
1431,2026-05-13 13:34:44,158.7505235513845,286.3785068734975,430.4787886735399,268.60934993986814
1432,2026-05-13 13:34:44,161.26665958330227,290.4616346313476,431.1496296910236,268.6165364452893
1433,2026-05-13 13:34:45,167.44177126454687,299.06765436828607,430.6862080464106,268.6115723872705
1434,2026-05-13 13:34:45,174.47808760125235,309.3993525366516,430.5675440192294,268.6103012875657
1435,2026-05-13 13:34:45,182.07478510853866,322.010450425679,429.77325847089753,268.60178464307
1436,2026-05-13 13:34:45,191.529398742181,339.58999895344914,430.10469120590733,268.60533975083285
1437,2026-05-13 13:34:45,202.1544500637653,359.17751177091384,430.1895580729023,268.6062500738812
1438,2026-05-13 13:34:45,209.08695031122284,375.3935122287307,430.96162980060916,268.61452153239776
1439,2026-05-13 13:34:45,215.08486395473625,389.41034990424134,430.6067780927105,268.6107210865738
1440,2026-05-13 13:34:45,220.4560595503149,399.67670668580377,430.51591454932435,268.6097479421128
1441,2026-05-13 13:34:45,223.96318751751915,408.6629169019248,431.1737615102835,268.6167951467483
1442,2026-05-13 13:34:45,226.2507354300886,415.6595687767784,430.88445377074675,268.61369608122624
1443,2026-05-13 13:34:45,227.73764157325877,420.2073924954333,431.0401615917977,268.6153641700017
1444,2026-05-13 13:34:45,228.70413056631938,423.16347791255896,430.797613823731,268.61276594634097
1445,2026-05-13 13:34:45,230.80193611932827,426.23590236679615,429.92280384382354,268.603386671274
1446,2026-05-13 13:34:45,233.6333297055907,429.38254796419875,430.1678741259686,268.606016607749
1447,2026-05-13 13:34:45,234.00591555985466,430.278297900362,430.23062697094207,268.6066900308767
1448,2026-05-13 13:34:45,235.71591634193285,432.0101050610166,430.98832458433503,268.61480750444485
1449,2026-05-13 13:34:46,235.35959687347707,431.9862100132936,430.6180566388347,268.6108419097637
1450,2026-05-13 13:34:46,236.59580919578744,433.1202479344221,430.52324560430503,268.60982647718623
1451,2026-05-13 13:34:46,235.93152722848254,432.7078028810072,429.7444645011967,268.60147601632343
1452,2026-05-13 13:34:46,236.96756392654098,433.58928329843593,430.09252575370874,268.60520935603245
1453,2026-05-13 13:34:46,236.17316780347232,433.01267586761617,430.1816505289732,268.60616531726095
1454,2026-05-13 13:34:46,237.12463030028434,433.78745073973175,429.52242770223097,268.599096262372
1455,2026-05-13 13:34:46,236.27526094640552,433.14148470445843,429.9987152061457,268.60420390998786
1456,2026-05-13 13:34:46,237.19099084319092,433.8711764836792,430.1206736730572,268.60551177733197
1457,2026-05-13 13:34:46,237.77909628806435,433.1918796435907,430.9168549407098,268.6140416396408
1458,2026-05-13 13:34:46,238.16848381526916,433.9039331941152,430.7174645005239,268.6119063016064
1459,2026-05-13 13:34:46,238.4144667199152,433.21317150537413,431.3047689785632,268.6181980804192
1460,2026-05-13 13:34:46,238.58147459597222,433.91777290427444,430.75175439539606,268.61227442811287
1461,2026-05-13 13:34:46,238.6829107273722,433.22216731697756,430.61014914606994,268.61075761411325
1462,2026-05-13 13:34:46,238.75596320081925,433.92362018181666,431.23501399816814,268.61745143354864
1463,2026-05-13 13:34:46,238.79632832052272,433.2259680473801,430.72228291617915,268.6119589698101
1464,2026-05-13 13:34:46,238.8296846363671,433.9260906565783,430.59099268457896,268.61055256621637
1465,2026-05-13 13:34:46,238.84424725362885,433.22757385597515,431.22256229819897,268.61731815241563
1466,2026-05-13 13:34:46,238.86083194288608,433.9271344321651,430.9161742828918,268.61403603491
1467,2026-05-13 13:34:46,238.8644930028662,433.22825231010654,431.053563508179,268.6155078004331
1468,2026-05-13 13:34:47,238.87399167989037,433.9275754273505,430.8063250693789,268.6128593061213
1469,2026-05-13 13:34:47,238.87304683191894,433.2285389569771,431.00715221546983,268.6150106325199
1470,2026-05-13 13:34:47,238.87955166877464,433.92776174781636,430.77615772911787,268.6125361469778
1471,2026-05-13 13:34:47,238.87666082469377,433.2286600652799,429.9088573823251,268.60323730168795
1472,2026-05-13 13:34:47,238.8819007640783,433.92784046821316,428.6277232408941,268.589502622562
1473,2026-05-13 13:34:47,238.8781877366411,433.22871123353775,429.15455251629925,268.59515181787134
1474,2026-05-13 13:34:47,238.88289325684406,433.9278737275808,429.57196792465703,268.59962791745625
1475,2026-05-13 13:34:47,238.87883285693886,433.22873285212677,429.1261340094255,268.59484695249887
1476,2026-05-13 13:34:47,238.8833125850376,433.92788777966365,428.1189530485094,268.58404889558915
1477,2026-05-13 13:34:47,238.8791054202647,433.2287419859806,428.93959711001673,268.5928476182253
1478,2026-05-13 13:34:47,238.8834897511994,433.9278937166686,429.4322469105734,268.59813018768625
1479,2026-05-13 13:34:47,238.87922057826984,433.2287458450338,430.46937754509537,268.6092436063711
1480,2026-05-13 13:34:47,238.88356460390273,433.92789622505325,430.3988015147559,268.6084911628275
1481,2026-05-13 13:34:47,238.879269232527,433.22874747548383,430.38072977365385,268.6082984916777
1482,2026-05-13 13:34:47,238.88359622916988,433.92789728484576,431.0858914060977,268.6158530039655
1483,2026-05-13 13:34:47,238.87928978895064,433.228748164349,430.6592786210294,268.61128363331113
1484,2026-05-13 13:34:47,238.88360959084525,433.9278977326081,430.5500398927316,268.61011359749205
1485,2026-05-13 13:34:48,238.87929847403967,433.22874845539445,429.9667313017005,268.6038599547793
