frame,timestamp,ID_6_x_ema,ID_6_y_ema,ID_6_x_raw,ID_6_y_raw,ID_6_x_filtered,ID_6_y_filtered,ID_6_x_bottom,ID_6_y_bottom,ID_6_ts_bottom,ID_6_delay_ms,ID_8_x_ema,ID_8_y_ema,ID_8_x_raw,ID_8_y_raw,ID_8_x_filtered,ID_8_y_filtered,ID_8_x_bottom,ID_8_y_bottom,ID_8_ts_bottom,ID_8_delay_ms
831,2026-05-21 15:42:07.663,369.76,234.37,368.72,234.36,369.45,234.37,378.71,245.75,2026-05-21 15:42:07.626,36.9,219.73,388.41,219.74,389.74,219.74,389.25,,,,
832,2026-05-21 15:42:07.705,370.12,234.38,370.79,234.39,370.25,234.38,378.84,245.41,2026-05-21 15:42:07.675,29.7,219.73,388.29,219.73,388.08,219.74,388.68,,,,
833,2026-05-21 15:42:07.749,370.04,234.38,370.79,234.39,370.19,234.38,378.84,245.41,2026-05-21 15:42:07.708,41.9,219.73,387.79,219.73,388.08,219.73,387.62,,,,
834,2026-05-21 15:42:07.789,370.3,234.38,370.79,234.39,370.66,234.39,379.15,245.75,2026-05-21 15:42:07.754,34.9,219.73,387.89,219.73,388.08,219.73,387.89,,,,
835,2026-05-21 15:42:07.825,371.2,234.39,372.87,234.42,372.25,234.41,379.15,245.75,2026-05-21 15:42:07.786,38.9,219.73,387.37,219.72,386.41,219.72,386.9,,,,
836,2026-05-21 15:42:07.866,372.51,234.41,374.94,234.44,374.35,234.44,379.29,245.58,2026-05-21 15:42:07.833,32.9,219.73,387.62,219.73,388.08,219.73,387.57,,,,
837,2026-05-21 15:42:07.910,371.99,234.4,370.79,234.39,371.94,234.4,379.14,245.41,2026-05-21 15:42:07.868,41.5,219.73,387.5,219.73,388.08,219.73,387.57,,,,
838,2026-05-21 15:42:07.944,371.57,234.4,370.79,234.39,371.02,234.39,379.29,245.58,2026-05-21 15:42:07.915,29.9,219.73,387.7,219.73,388.08,219.73,387.96,,,,
839,2026-05-21 15:42:07.984,372.02,234.4,372.87,234.42,372.06,234.41,379.14,245.58,2026-05-21 15:42:07.947,36.9,219.73,388.42,219.74,389.74,219.74,389.25,,,,
840,2026-05-21 15:42:08.028,373.04,234.42,374.94,234.44,374.03,234.43,379.14,245.41,2026-05-21 15:42:07.995,32.9,219.74,389.46,219.76,391.4,219.75,390.93,,,,
841,2026-05-21 15:42:08.070,372.21,234.41,370.79,234.39,371.77,234.4,379.14,245.58,2026-05-21 15:42:08.027,42.9,219.74,389.04,219.73,388.08,219.74,389.0,,,,
842,2026-05-21 15:42:08.116,371.72,234.4,370.79,234.39,370.92,234.39,379.16,245.92,2026-05-21 15:42:08.074,41.9,219.74,388.7,219.73,388.08,219.73,388.26,,,,
843,2026-05-21 15:42:08.153,370.67,234.39,368.72,234.36,369.21,234.37,379.14,245.58,2026-05-21 15:42:08.105,47.9,219.73,387.9,219.72,386.41,219.72,386.84,,,,
844,2026-05-21 15:42:08.212,370.74,234.39,370.79,234.39,370.4,234.38,378.85,245.58,2026-05-21 15:42:08.184,27.9,219.73,388.0,219.73,388.08,219.73,387.76,,,,
845,2026-05-21 15:42:08.250,370.76,234.39,370.79,234.39,370.66,234.39,378.85,245.58,2026-05-21 15:42:08.184,65.8,219.73,388.03,219.73,388.08,219.73,387.97,,,,
846,2026-05-21 15:42:08.290,371.5,234.4,372.87,234.42,372.19,234.41,379.15,245.75,2026-05-21 15:42:08.264,25.9,219.74,388.63,219.74,389.74,219.74,389.19,,,,
847,2026-05-21 15:42:08.329,372.7,234.41,374.94,234.44,374.28,234.44,379.15,245.75,2026-05-21 15:42:08.264,65.8,219.73,388.43,219.73,388.08,219.74,388.62,,,,
848,2026-05-21 15:42:08.372,372.07,234.41,370.79,234.39,371.91,234.4,378.99,245.41,2026-05-21 15:42:08.344,28.0,219.74,388.61,219.73,388.08,219.74,388.63,,,,
849,2026-05-21 15:42:08.409,371.62,234.4,370.79,234.39,371.0,234.39,378.99,245.41,2026-05-21 15:42:08.344,64.9,219.73,388.42,219.73,388.08,219.73,388.22,,,,
850,2026-05-21 15:42:08.448,372.06,234.41,372.87,234.42,372.05,234.41,378.85,245.58,2026-05-21 15:42:08.424,23.9,219.74,388.88,219.74,389.74,219.74,389.17,,,,
851,2026-05-21 15:42:08.488,371.61,234.4,370.79,234.39,371.22,234.39,378.85,245.58,2026-05-21 15:42:08.424,63.8,219.74,388.6,219.73,388.08,219.73,388.52,,,,
852,2026-05-21 15:42:08.532,371.61,234.4,370.79,234.39,371.34,234.4,378.86,245.92,2026-05-21 15:42:08.504,27.9,219.73,387.92,219.73,388.08,219.73,387.52,,,,
853,2026-05-21 15:42:08.572,371.32,234.4,370.79,234.39,370.89,234.39,378.84,245.41,2026-05-21 15:42:08.552,19.9,219.73,387.97,219.73,388.08,219.73,387.83,,,,
854,2026-05-21 15:42:08.609,370.41,234.38,368.72,234.36,369.32,234.37,379.29,245.58,2026-05-21 15:42:08.585,23.9,219.73,387.43,219.72,386.41,219.72,386.88,,,,
855,2026-05-21 15:42:08.647,370.54,234.38,370.79,234.39,370.04,234.38,379.29,245.58,2026-05-21 15:42:08.585,61.9,219.73,387.65,219.73,388.08,219.73,387.56,,,,
856,2026-05-21 15:42:08.690,370.22,234.38,370.79,234.39,370.07,234.38,379.01,245.92,2026-05-21 15:42:08.664,25.9,219.73,387.52,219.73,388.08,219.73,387.57,,,,
857,2026-05-21 15:42:08.732,370.42,234.38,370.79,234.39,370.6,234.39,379.01,245.92,2026-05-21 15:42:08.664,67.8,219.73,387.71,219.73,388.08,219.73,387.96,,,,
858,2026-05-21 15:42:08.778,371.27,234.39,372.87,234.42,372.23,234.41,378.84,245.41,2026-05-21 15:42:08.744,33.9,219.72,387.26,219.72,386.41,219.72,387.0,,,,
859,2026-05-21 15:42:08.820,372.56,234.41,374.94,234.44,374.34,234.44,378.84,245.24,2026-05-21 15:42:08.792,27.9,219.73,387.54,219.73,388.08,219.73,387.64,,,,
860,2026-05-21 15:42:08.861,372.01,234.4,370.79,234.39,371.95,234.4,378.84,245.41,2026-05-21 15:42:08.825,35.9,219.73,387.47,219.73,388.08,219.73,387.59,,,,
861,2026-05-21 15:42:08.899,371.58,234.4,370.79,234.39,371.02,234.39,379.0,245.58,2026-05-21 15:42:08.874,25.0,219.73,387.68,219.73,388.08,219.73,387.97,,,,
862,2026-05-21 15:42:08.936,370.58,234.39,368.72,234.36,369.25,234.37,378.85,245.58,2026-05-21 15:42:08.906,29.9,219.73,388.4,219.74,389.74,219.74,389.25,,,,
863,2026-05-21 15:42:08.976,370.65,234.39,370.79,234.39,369.93,234.38,378.84,245.41,2026-05-21 15:42:08.952,23.9,219.73,388.29,219.73,388.08,219.74,388.68,,,,
864,2026-05-21 15:42:09.024,370.26,234.38,370.79,234.39,370.01,234.38,378.85,245.58,2026-05-21 15:42:08.986,37.9,219.73,388.54,219.73,388.08,219.74,388.65,,,,
865,2026-05-21 15:42:09.059,370.45,234.38,370.79,234.39,370.57,234.39,378.7,245.41,2026-05-21 15:42:09.034,24.9,219.73,388.38,219.73,388.08,219.73,388.23,,,,
866,2026-05-21 15:42:09.101,369.84,234.38,368.72,234.36,369.41,234.37,378.98,245.24,2026-05-21 15:42:09.066,34.9,219.74,388.86,219.74,389.74,219.74,389.18,,,,
867,2026-05-21 15:42:09.138,370.17,234.38,370.79,234.39,370.24,234.38,378.55,245.41,2026-05-21 15:42:09.114,24.9,219.74,389.75,219.76,391.4,219.75,390.77,,,,
868,2026-05-21 15:42:09.178,370.06,234.38,370.79,234.39,370.19,234.38,378.85,245.58,2026-05-21 15:42:09.145,32.9,219.74,389.16,219.73,388.08,219.74,388.9,,,,
869,2026-05-21 15:42:09.216,370.32,234.38,370.79,234.39,370.67,234.39,378.99,245.41,2026-05-21 15:42:09.191,24.9,219.74,388.78,219.73,388.08,219.73,388.2,,,,
870,2026-05-21 15:42:09.253,369.76,234.37,368.72,234.36,369.45,234.37,378.85,245.58,2026-05-21 15:42:09.226,26.9,219.74,389.12,219.74,389.74,219.74,389.07,,,,
871,2026-05-21 15:42:09.292,370.12,234.38,370.79,234.39,370.25,234.38,378.54,245.24,2026-05-21 15:42:09.272,19.9,219.75,389.92,219.76,391.4,219.75,390.66,,,,
872,2026-05-21 15:42:09.337,370.04,234.38,370.79,234.39,370.19,234.38,378.84,245.41,2026-05-21 15:42:09.305,31.9,219.74,389.23,219.73,388.08,219.74,388.86,,,,
873,2026-05-21 15:42:09.372,370.3,234.38,370.79,234.39,370.66,234.39,378.84,245.41,2026-05-21 15:42:09.352,19.9,219.74,388.83,219.73,388.08,219.73,388.18,,,,
874,2026-05-21 15:42:09.410,369.75,234.37,368.72,234.36,369.45,234.37,379.16,245.92,2026-05-21 15:42:09.384,25.5,219.73,387.98,219.72,386.41,219.72,386.81,,,,
875,2026-05-21 15:42:09.450,370.11,234.38,370.79,234.39,370.25,234.38,379.16,245.92,2026-05-21 15:42:09.384,65.4,219.73,388.02,219.73,388.08,219.73,387.38,,,,
876,2026-05-21 15:42:09.491,370.03,234.38,370.79,234.39,370.19,234.38,379.14,245.58,2026-05-21 15:42:09.464,26.9,219.73,387.67,219.73,388.08,219.73,387.46,,,,
877,2026-05-21 15:42:09.528,370.3,234.38,370.79,234.39,370.66,234.39,379.14,245.58,2026-05-21 15:42:09.464,64.4,219.73,387.81,219.73,388.08,219.73,387.9,,,,
878,2026-05-21 15:42:09.568,371.2,234.39,372.87,234.42,372.25,234.41,378.71,245.75,2026-05-21 15:42:09.544,23.9,219.73,387.32,219.72,386.41,219.72,386.97,,,,
879,2026-05-21 15:42:09.608,372.51,234.41,374.94,234.44,374.35,234.44,378.71,245.75,2026-05-21 15:42:09.544,63.8,219.73,387.59,219.73,388.08,219.73,387.63,,,,
880,2026-05-21 15:42:09.655,371.99,234.4,370.79,234.39,371.94,234.4,379.14,245.58,2026-05-21 15:42:09.625,29.9,219.73,387.49,219.73,388.08,219.73,387.6,,,,
881,2026-05-21 15:42:09.694,371.57,234.4,370.79,234.39,371.02,234.39,378.7,245.41,2026-05-21 15:42:09.672,21.9,219.73,387.7,219.73,388.08,219.73,387.97,,,,
882,2026-05-21 15:42:09.732,370.57,234.39,368.72,234.36,369.25,234.37,378.84,245.41,2026-05-21 15:42:09.706,26.9,219.73,388.41,219.74,389.74,219.74,389.25,,,,
883,2026-05-21 15:42:09.770,370.65,234.39,370.79,234.39,369.93,234.38,379.29,245.58,2026-05-21 15:42:09.751,19.0,219.73,388.29,219.73,388.08,219.74,388.68,,,,
884,2026-05-21 15:42:09.812,370.26,234.38,370.79,234.39,370.01,234.38,379.14,245.58,2026-05-21 15:42:09.784,27.9,219.73,388.55,219.73,388.08,219.74,388.65,,,,
885,2026-05-21 15:42:09.849,370.45,234.38,370.79,234.39,370.57,234.39,379.14,245.58,2026-05-21 15:42:09.784,64.8,219.73,388.38,219.73,388.08,219.73,388.23,,,,
886,2026-05-21 15:42:09.892,369.84,234.38,368.72,234.36,369.41,234.37,379.14,245.58,2026-05-21 15:42:09.863,28.9,219.74,388.86,219.74,389.74,219.74,389.18,,,,
887,2026-05-21 15:42:09.935,370.17,234.38,370.79,234.39,370.24,234.38,378.7,245.41,2026-05-21 15:42:09.914,21.9,219.74,389.75,219.76,391.4,219.75,390.77,,,,
888,2026-05-21 15:42:09.983,370.06,234.38,370.79,234.39,370.19,234.38,378.7,245.58,2026-05-21 15:42:09.945,37.9,219.74,389.16,219.73,388.08,219.74,388.9,,,,
889,2026-05-21 15:42:10.020,370.32,234.38,370.79,234.39,370.67,234.39,379.14,245.58,2026-05-21 15:42:09.994,26.0,219.74,388.78,219.73,388.08,219.73,388.2,,,,
890,2026-05-21 15:42:10.058,371.21,234.39,372.87,234.42,372.26,234.41,378.99,245.41,2026-05-21 15:42:10.025,32.9,219.74,389.12,219.74,389.74,219.74,389.07,,,,
891,2026-05-21 15:42:10.099,372.51,234.41,374.94,234.44,374.35,234.44,378.86,245.75,2026-05-21 15:42:10.072,26.9,219.75,389.92,219.76,391.4,219.75,390.66,,,,
892,2026-05-21 15:42:10.145,371.99,234.4,370.79,234.39,371.94,234.4,378.7,245.41,2026-05-21 15:42:10.106,38.9,219.74,389.23,219.73,388.08,219.74,388.86,,,,
893,2026-05-21 15:42:10.187,371.57,234.4,370.79,234.39,371.02,234.39,378.69,245.24,2026-05-21 15:42:10.153,33.9,219.74,388.83,219.73,388.08,219.73,388.18,,,,
894,2026-05-21 15:42:10.225,372.02,234.4,372.87,234.42,372.06,234.41,378.71,245.75,2026-05-21 15:42:10.187,37.9,219.73,387.98,219.72,386.41,219.72,386.81,,,,
895,2026-05-21 15:42:10.262,373.04,234.42,374.94,234.44,374.03,234.43,378.58,246.09,2026-05-21 15:42:10.234,27.9,219.73,388.02,219.73,388.08,219.73,387.38,,,,
896,2026-05-21 15:42:10.310,372.22,234.41,370.79,234.39,371.77,234.4,379.0,245.58,2026-05-21 15:42:10.266,44.9,219.73,387.67,219.73,388.08,219.73,387.46,,,,
897,2026-05-21 15:42:10.353,371.72,234.4,370.79,234.39,370.92,234.39,378.99,245.41,2026-05-21 15:42:10.314,38.9,219.73,387.81,219.73,388.08,219.73,387.9,237.47,392.51,2026-05-21 15:42:10.314,38.9
898,2026-05-21 15:42:10.397,370.67,234.39,368.72,234.36,369.21,234.37,378.84,245.41,2026-05-21 15:42:10.344,52.4,219.73,388.49,219.74,389.74,219.74,389.22,,,,
899,2026-05-21 15:42:10.461,370.74,234.39,370.79,234.39,370.4,234.38,378.84,245.41,2026-05-21 15:42:10.423,37.3,219.74,389.01,219.73,388.08,219.74,389.36,,,,
900,2026-05-21 15:42:10.499,370.76,234.39,370.79,234.39,370.66,234.39,378.84,245.24,2026-05-21 15:42:10.473,27.0,219.74,388.68,219.73,388.08,219.73,388.49,,,,
901,2026-05-21 15:42:10.544,371.5,234.4,372.87,234.42,372.19,234.41,,,,,219.73,387.89,219.72,386.41,219.72,386.96,,,,
902,2026-05-21 15:42:10.581,372.7,234.41,374.94,234.44,374.28,234.44,378.84,245.24,2026-05-21 15:42:10.553,27.9,219.73,387.95,219.73,388.08,219.73,387.44,,,,
903,2026-05-21 15:42:10.623,372.07,234.41,370.79,234.39,371.91,234.4,379.0,245.58,2026-05-21 15:42:10.586,36.5,219.73,387.65,219.73,388.08,219.73,387.45,,,,
904,2026-05-21 15:42:10.657,371.62,234.4,370.79,234.39,371.0,234.39,379.14,245.58,2026-05-21 15:42:10.634,22.9,219.73,387.8,219.73,388.08,219.73,387.89,,,,
905,2026-05-21 15:42:10.694,370.61,234.39,368.72,234.36,369.25,234.37,378.86,245.92,2026-05-21 15:42:10.667,26.9,219.73,387.31,219.72,386.41,219.72,386.96,,,,
906,2026-05-21 15:42:10.735,370.67,234.39,370.79,234.39,369.93,234.38,379.02,246.09,2026-05-21 15:42:10.712,23.0,219.73,387.58,219.73,388.08,219.73,387.63,,,,
907,2026-05-21 15:42:10.781,370.27,234.38,370.79,234.39,370.01,234.38,378.84,245.41,2026-05-21 15:42:10.748,32.9,219.73,387.49,219.73,388.08,219.73,387.6,,,,
908,2026-05-21 15:42:10.818,370.45,234.38,370.79,234.39,370.57,234.39,379.15,245.75,2026-05-21 15:42:10.794,23.9,219.73,387.69,219.73,388.08,219.73,387.97,,,,
909,2026-05-21 15:42:10.855,369.84,234.38,368.72,234.36,369.41,234.37,378.85,245.58,2026-05-21 15:42:10.826,28.4,219.72,387.25,219.72,386.41,219.72,387.0,,,,
910,2026-05-21 15:42:10.897,370.18,234.38,370.79,234.39,370.24,234.38,378.85,245.58,2026-05-21 15:42:10.872,24.2,219.73,387.54,219.73,388.08,219.73,387.64,,,,
911,2026-05-21 15:42:10.939,370.06,234.38,370.79,234.39,370.19,234.38,379.14,245.58,2026-05-21 15:42:10.906,32.9,219.73,387.47,219.73,388.08,219.73,387.59,,,,
912,2026-05-21 15:42:10.974,370.32,234.38,370.79,234.39,370.67,234.39,378.99,245.41,2026-05-21 15:42:10.953,21.0,219.73,387.68,219.73,388.08,219.73,387.97,,,,
913,2026-05-21 15:42:11.015,371.21,234.39,372.87,234.42,372.26,234.41,378.71,245.75,2026-05-21 15:42:10.987,27.9,219.72,387.24,219.72,386.41,219.72,387.0,,,,
914,2026-05-21 15:42:11.058,372.51,234.41,374.94,234.44,374.35,234.44,379.15,245.75,2026-05-21 15:42:11.033,25.9,219.73,387.53,219.73,388.08,219.73,387.64,,,,
915,2026-05-21 15:42:11.105,371.99,234.4,370.79,234.39,371.94,234.4,379.15,245.75,2026-05-21 15:42:11.066,38.9,219.73,387.47,219.73,388.08,219.73,387.59,,,,
916,2026-05-21 15:42:11.143,371.57,234.4,370.79,234.39,371.02,234.39,378.7,245.58,2026-05-21 15:42:11.113,29.9,219.73,387.68,219.73,388.08,219.73,387.97,,,,
917,2026-05-21 15:42:11.183,370.57,234.39,368.72,234.36,369.25,234.37,379.02,246.09,2026-05-21 15:42:11.147,35.9,219.72,387.24,219.72,386.41,219.72,387.0,,,,
918,2026-05-21 15:42:11.225,370.65,234.39,370.79,234.39,369.93,234.38,379.3,245.75,2026-05-21 15:42:11.195,29.9,219.73,387.53,219.73,388.08,219.73,387.64,,,,
919,2026-05-21 15:42:11.268,370.26,234.38,370.79,234.39,370.01,234.38,379.14,245.41,2026-05-21 15:42:11.227,40.9,219.73,387.47,219.73,388.08,219.73,387.59,,,,
920,2026-05-21 15:42:11.304,370.45,234.38,370.79,234.39,370.57,234.39,378.84,245.41,2026-05-21 15:42:11.275,28.9,219.73,387.68,219.73,388.08,219.73,387.97,,,,
921,2026-05-21 15:42:11.343,371.29,234.4,372.87,234.42,372.21,234.41,378.7,245.41,2026-05-21 15:42:11.307,35.9,219.72,387.24,219.72,386.41,219.72,387.0,,,,
922,2026-05-21 15:42:11.382,372.57,234.41,374.94,234.44,374.33,234.44,378.7,245.41,2026-05-21 15:42:11.353,28.9,219.73,387.53,219.73,388.08,219.73,387.64,,,,
923,2026-05-21 15:42:11.430,372.01,234.4,370.79,234.39,371.95,234.4,378.85,245.58,2026-05-21 15:42:11.387,43.4,219.73,387.47,219.73,388.08,219.73,387.59,,,,
924,2026-05-21 15:42:11.467,371.59,234.4,370.79,234.39,371.02,234.39,378.84,245.41,2026-05-21 15:42:11.434,32.0,219.73,387.68,219.73,388.08,219.73,387.97,,,,
925,2026-05-21 15:42:11.502,370.58,234.39,368.72,234.36,369.25,234.37,378.26,245.58,2026-05-21 15:42:11.468,34.9,219.72,387.24,219.72,386.41,219.72,387.0,,,,
926,2026-05-21 15:42:11.541,370.66,234.39,370.79,234.39,369.93,234.38,379.14,245.58,2026-05-21 15:42:11.513,27.9,219.73,387.53,219.73,388.08,219.73,387.64,,,,
927,2026-05-21 15:42:11.579,369.98,234.38,368.72,234.36,368.99,234.36,378.84,245.24,2026-05-21 15:42:11.546,32.9,219.72,387.14,219.72,386.41,219.72,386.85,,,,
928,2026-05-21 15:42:11.622,370.45,234.38,370.79,234.39,370.57,234.39,378.85,245.58,2026-05-21 15:42:11.592,29.5,219.73,387.68,219.73,388.08,219.73,387.97,,,,
929,2026-05-21 15:42:11.659,370.57,234.39,370.79,234.39,370.81,234.39,378.84,245.41,2026-05-21 15:42:11.626,32.9,219.73,387.82,219.73,388.08,219.73,388.12,,,,
930,2026-05-21 15:42:11.701,369.92,234.38,368.72,234.36,369.48,234.37,378.84,245.41,2026-05-21 15:42:11.672,28.9,219.73,388.49,219.74,389.74,219.74,389.28,,,,
931,2026-05-21 15:42:11.757,370.23,234.38,370.79,234.39,370.24,234.38,378.84,245.41,2026-05-21 15:42:11.707,49.4,219.74,389.51,219.76,391.4,219.75,390.91,,,,
932,2026-05-21 15:42:11.810,370.08,234.38,370.79,234.39,370.17,234.38,378.84,245.41,2026-05-21 15:42:11.784,25.5,219.74,389.06,219.73,388.08,219.74,388.98,,,,
933,2026-05-21 15:42:11.849,370.33,234.38,370.79,234.39,370.65,234.39,378.84,245.41,2026-05-21 15:42:11.784,65.1,219.74,388.72,219.73,388.08,219.73,388.24,,,,
934,2026-05-21 15:42:11.888,369.76,234.37,368.72,234.36,369.44,234.37,379.14,245.58,2026-05-21 15:42:11.863,24.9,219.73,387.91,219.72,386.41,219.72,386.83,,,,
935,2026-05-21 15:42:11.927,370.12,234.38,370.79,234.39,370.25,234.38,379.14,245.58,2026-05-21 15:42:11.863,63.3,219.73,387.97,219.73,388.08,219.73,387.38,,,,
936,2026-05-21 15:42:11.972,370.04,234.38,370.79,234.39,370.19,234.38,378.84,245.41,2026-05-21 15:42:11.945,26.9,219.73,387.65,219.73,388.08,219.73,387.45,,,,
937,2026-05-21 15:42:12.009,370.3,234.38,370.79,234.39,370.66,234.39,378.84,245.41,2026-05-21 15:42:11.945,63.9,219.73,387.8,219.73,388.08,219.73,387.89,,,,
938,2026-05-21 15:42:12.051,369.75,234.37,368.72,234.36,369.45,234.37,378.84,245.24,2026-05-21 15:42:12.024,27.9,219.73,388.48,219.74,389.74,219.74,389.21,,,,
939,2026-05-21 15:42:12.090,370.11,234.38,370.79,234.39,370.25,234.38,379.14,245.58,2026-05-21 15:42:12.072,18.0,219.73,388.34,219.73,388.08,219.74,388.67,,,,
940,2026-05-21 15:42:12.135,370.03,234.38,370.79,234.39,370.19,234.38,379.14,245.41,2026-05-21 15:42:12.104,30.9,219.73,388.56,219.73,388.08,219.74,388.66,,,,
941,2026-05-21 15:42:12.180,370.3,234.38,370.79,234.39,370.66,234.39,379.14,245.58,2026-05-21 15:42:12.152,27.9,219.73,388.39,219.73,388.08,219.73,388.24,,,,
942,2026-05-21 15:42:12.218,371.2,234.39,372.87,234.42,372.25,234.41,379.29,245.58,2026-05-21 15:42:12.186,31.9,219.73,387.7,219.72,386.41,219.72,386.93,,,,
943,2026-05-21 15:42:12.258,372.51,234.41,374.94,234.44,374.35,234.44,378.84,245.41,2026-05-21 15:42:12.232,25.9,219.73,387.83,219.73,388.08,219.73,387.48,,,,
944,2026-05-21 15:42:12.300,371.99,234.4,370.79,234.39,371.94,234.4,378.84,245.24,2026-05-21 15:42:12.266,34.1,219.73,387.59,219.73,388.08,219.73,387.5,,,,
945,2026-05-21 15:42:12.336,371.57,234.4,370.79,234.39,371.02,234.39,378.84,245.24,2026-05-21 15:42:12.312,23.9,219.73,387.76,219.73,388.08,219.73,387.92,,,,
946,2026-05-21 15:42:12.374,372.02,234.4,372.87,234.42,372.06,234.41,378.86,245.75,2026-05-21 15:42:12.346,27.9,219.73,388.45,219.74,389.74,219.74,389.22,,,,
947,2026-05-21 15:42:12.413,373.04,234.42,374.94,234.44,374.03,234.43,378.86,245.75,2026-05-21 15:42:12.346,66.8,219.74,389.49,219.76,391.4,219.75,390.92,,,,
948,2026-05-21 15:42:12.456,372.21,234.41,370.79,234.39,371.77,234.4,379.14,245.58,2026-05-21 15:42:12.425,30.9,219.74,389.05,219.73,388.08,219.74,389.0,,,,
949,2026-05-21 15:42:12.492,371.72,234.4,370.79,234.39,370.92,234.39,378.99,245.41,2026-05-21 15:42:12.471,20.9,219.74,388.71,219.73,388.08,219.73,388.26,,,,
950,2026-05-21 15:42:12.533,372.12,234.41,372.87,234.42,372.01,234.4,378.84,245.24,2026-05-21 15:42:12.505,27.9,219.73,387.91,219.72,386.41,219.72,386.84,,,,
951,2026-05-21 15:42:12.574,373.11,234.42,374.94,234.44,374.01,234.43,378.7,245.41,2026-05-21 15:42:12.552,21.9,219.73,387.97,219.73,388.08,219.73,387.39,,,,
952,2026-05-21 15:42:12.615,372.24,234.41,370.79,234.39,371.77,234.4,379.14,245.58,2026-05-21 15:42:12.587,28.0,219.73,387.65,219.73,388.08,219.73,387.45,,,,
953,2026-05-21 15:42:12.657,371.73,234.4,370.79,234.39,370.93,234.39,379.01,245.92,2026-05-21 15:42:12.632,24.9,219.73,387.8,219.73,388.08,219.73,387.89,,,,
954,2026-05-21 15:42:12.693,372.13,234.41,372.87,234.42,372.02,234.4,379.0,245.75,2026-05-21 15:42:12.666,27.7,219.73,387.31,219.72,386.41,219.72,386.96,,,,
955,2026-05-21 15:42:12.739,373.11,234.42,374.94,234.44,374.01,234.43,378.99,245.41,2026-05-21 15:42:12.712,27.9,219.73,387.58,219.73,388.08,219.73,387.63,,,,
956,2026-05-21 15:42:12.782,372.24,234.41,370.79,234.39,371.77,234.4,379.14,245.41,2026-05-21 15:42:12.745,36.9,219.73,387.49,219.73,388.08,219.73,387.6,,,,
957,2026-05-21 15:42:12.819,371.74,234.4,370.79,234.39,370.93,234.39,379.0,245.58,2026-05-21 15:42:12.793,25.9,219.73,387.69,219.73,388.08,219.73,387.97,,,,
958,2026-05-21 15:42:12.854,370.68,234.39,368.72,234.36,369.21,234.37,378.84,245.24,2026-05-21 15:42:12.825,28.9,219.72,387.25,219.72,386.41,219.72,387.0,,,,
959,2026-05-21 15:42:12.896,370.72,234.39,370.79,234.39,369.92,234.38,378.84,245.41,2026-05-21 15:42:12.872,23.9,219.73,387.54,219.73,388.08,219.73,387.64,,,,
960,2026-05-21 15:42:12.939,370.29,234.38,370.79,234.39,370.02,234.38,378.7,245.58,2026-05-21 15:42:12.906,32.9,219.73,387.47,219.73,388.08,219.73,387.59,,,,
961,2026-05-21 15:42:12.979,370.46,234.38,370.79,234.39,370.57,234.39,378.7,245.41,2026-05-21 15:42:12.952,26.9,219.73,387.68,219.73,388.08,219.73,387.97,,,,
962,2026-05-21 15:42:13.017,371.31,234.4,372.87,234.42,372.21,234.41,378.86,245.75,2026-05-21 15:42:12.986,30.9,219.72,387.24,219.72,386.41,219.72,387.0,,,,
963,2026-05-21 15:42:13.056,372.58,234.41,374.94,234.44,374.33,234.44,378.84,245.41,2026-05-21 15:42:13.033,22.9,219.73,387.53,219.73,388.08,219.73,387.64,,,,
964,2026-05-21 15:42:13.105,372.02,234.4,370.79,234.39,371.95,234.4,378.68,245.07,2026-05-21 15:42:13.066,39.9,219.73,387.47,219.73,388.08,219.73,387.59,,,,
965,2026-05-21 15:42:13.141,371.59,234.4,370.79,234.39,371.02,234.39,378.85,245.58,2026-05-21 15:42:13.113,27.9,219.73,387.68,219.73,388.08,219.73,387.97,,,,
966,2026-05-21 15:42:13.177,372.04,234.41,372.87,234.42,372.06,234.41,378.7,245.41,2026-05-21 15:42:13.146,30.9,219.73,388.4,219.74,389.74,219.74,389.25,,,,
967,2026-05-21 15:42:13.217,373.05,234.42,374.94,234.44,374.03,234.43,378.84,245.41,2026-05-21 15:42:13.192,24.9,219.73,388.29,219.73,388.08,219.74,388.68,,,,
968,2026-05-21 15:42:13.256,372.22,234.41,370.79,234.39,371.77,234.4,378.71,245.75,2026-05-21 15:42:13.226,29.9,219.73,388.54,219.73,388.08,219.74,388.65,,,,
969,2026-05-21 15:42:13.298,371.72,234.4,370.79,234.39,370.92,234.39,378.39,245.07,2026-05-21 15:42:13.273,24.9,219.73,388.38,219.73,388.08,219.73,388.23,,,,
970,2026-05-21 15:42:13.336,370.67,234.39,368.72,234.36,369.21,234.37,378.7,245.41,2026-05-21 15:42:13.307,29.5,219.74,388.86,219.74,389.74,219.74,389.18,,,,
971,2026-05-21 15:42:13.383,370.71,234.39,370.79,234.39,369.92,234.38,378.71,245.75,2026-05-21 15:42:13.352,30.9,219.74,389.75,219.76,391.4,219.75,390.77,,,,
972,2026-05-21 15:42:13.425,370.29,234.38,370.79,234.39,370.02,234.38,379.01,245.92,2026-05-21 15:42:13.386,39.1,219.74,389.16,219.73,388.08,219.74,388.9,,,,
973,2026-05-21 15:42:13.460,370.46,234.38,370.79,234.39,370.57,234.39,378.84,245.24,2026-05-21 15:42:13.433,26.9,219.74,388.78,219.73,388.08,219.73,388.2,,,,
