frame;ID_6_x;ID_6_y
928;387.8224078713901;203.28389364248116
929;399.2205631050813;210.57414824998347
930;402.7053060207442;212.91375117205956
931;406.410283019929;215.04479809460238
932;411.6893234282859;218.2367008537767
933;417.9747249622726;223.2876926826404
934;422.0549381078014;227.1573287654448
935;426.1063503340357;233.7917252148731
936;428.73428884993575;238.6891216643257
937;430.4150730918137;244.79527863015156
938;431.4802390990344;251.683215289286
939;432.14528529718484;259.07543149077026
940;432.561201800592;265.6275308352116
941;432.77164762546295;276.28070998429376
942;432.8921272920001;284.94594110404876
943;431.514063953179;293.46584133188946
944;430.59214327855074;301.8989028227594
945;429.96675806025723;310.2716846009069
946;428.09669413076875;319.7481785477184
947;425.43866295257783;327.6315919349232
948;423.69643768187086;334.48532418641105
949;422.5494862510285;340.6683751498781
950;420.3535100573091;347.5600648801356
951;416.05784092445793;353.75695751632645
952;410.3802601751164;361.80238615514344
953;405.2495220190991;368.7527765867807
954;400.4744131283324;374.9911785607044
955;394.5002249176934;380.7658053710985
956;389.1826840382976;385.0925382006867
957;385.7174811971591;389.6260540662862
958;380.59331132551665;394.2937439199415
959;375.82256794996476;399.0484439239385
960;369.8519756860318;402.71476644362644
961;363.0983947916238;405.6742631053494
962;357.27035004717266;408.1732121195513
963;353.4778485023419;411.51782469411455
964;346.697974878573;414.272482352444
965;339.4102113810334;416.64197101199875
966;330.346027351285;418.7646459649281
967;323.0104295581204;420.7217116496642
968;313.9037030409032;421.42813051661767
969;306.53733373439957;422.46540946959055
970;295.94623042833626;422.576145915976
971;286.1529693951178;422.0774733610094
972;275.41080095643593;420.0293448062382
973;266.96680928745485;418.1223044096994
974;257.0851688957324;415.15218921151944
975;250.6585244550776;412.6424929337767
976;242.07513943706022;409.27465928634933
977;233.54706527398173;405.34408029393956
978;225.04857185924044;401.04393569936144
979;218.04712346631877;397.66598191063963
980;213.47032828167164;392.5566431247282
981;209.01558047903382;388.6503632581241
982;201.64816442074698;382.01281637901116
983;196.84138362519454;375.9421303900096
984;192.18052438689404;366.7129661133695
985;186.13667526310223;356.5845369824792
986;180.68709178966878;347.046704714881
987;177.1243654005894;339.07694772531715
988;174.77438685730695;330.94312820407333
989;173.1851957870835;320.32974323255
990;172.1178816866531;310.4662969073098
991;171.40349687562139;302.274273714849
992;172.38541215982772;292.80351595176126
993;171.5085196128724;284.8469908740159
994;172.41352648738072;277.90429315258297
995;172.9816790271002;271.6036001805266
996;174.82674493206827;265.7361145314048
997;178.99642885306116;260.16797105796195
998;183.1824420906714;254.77682416252878
999;185.89744401787198;250.67564111946209
1000;190.62008940507383;245.06241349278707
1001;195.16607767506557;239.6412996663077
1002;201.08876027272817;234.3658613541449
1003;206.42412407839635;230.36020978253794
1004;209.87800074983457;225.96266876831763
1005;216.58617747713856;222.5721107370041
1006;223.908872568392;218.61958850126945
1007;230.15094935939624;215.47538648700677
1008;234.20480119615638;212.83381505932783
1009;239.81224675406415;211.76022624852402
1010;246.42465228467296;211.70476336403084
1011;256.6451585065218;213.54579149912007
1012;267.7175128192782;216.59167167047298
1013;277.86108853272617;220.3948572767254
1014;285.9249403953931;223.4806028475473
1015;291.16713838102896;226.0793176626733
1016;296.04350322891884;228.38120659670443
1017;300.6812647696957;231.673587663102
1018;305.1619581476655;236.78912134869208
1019;309.53779080135365;241.90363169647406
1020;312.38178295398535;246.997844916673
1021;314.2300894620827;252.07742304837652
1022;315.4309973593381;258.323205535644
1023;316.2112884202885;264.14751188186
1024;316.7181998999454;269.6964167808262
1025;317.0473932894567;275.0648901458183
1026;317.26127286226796;279.14130579204755
1027;317.400006193482;283.5507705787958
1028;316.0318744481266;286.99069283178363
1029;316.6006942823956;289.82527816048355
1030;315.5125139666626;292.2416142149588
1031;314.80510063106505;293.2260616908951
1032;314.344982890661;292.1064997304295
1033;314.0460131709218;291.9654253863026
1034;315.31037578522023;290.1266536983623
1035;314.673134030901;288.3310111221972
1036;315.71839954684344;285.4156912870454
1037;316.39791826257715;282.9331845660717
1038;316.83970155817514;280.73184615202865
1039;317.12676456994274;279.8886852283108
1040;315.853487668705;279.9140376103161
1041;316.4855332810449;280.53203643401014
1042;315.43668733092136;280.33221589402064
1043;316.2146130614856;280.8038523184181
1044;315.2605891882078;280.5088962188858
1045;316.1001492687218;280.9186945295805
1046;315.18618772291137;280.5835436561414
1047;316.0517883162791;280.9672153637966
1048;315.1547531038236;280.61508219838186
1049;314.57177634609866;280.97378719359665
1050;314.19274532320634;280.6193538877519
1051;310.50006961890335;282.6467858127412
1052;308.2599085335372;283.73243012642627
1053;307.5345869091039;284.44482805629815
1054;306.3323447721675;284.9011575847383
1055;305.5179490829888;285.3949449358752
1056;305.0215301851927;285.5187335564634
1057;305.42964098268;285.6059252858223
1058;306.4254504155975;285.66931835472985
1059;306.3421891324431;285.70380540469546
1060;305.99695764466327;285.7384306289428
1061;305.3328857502811;285.74199925695734
1062;304.17022095252645;285.73758973919024
1063;304.1455069003922;285.7414526786182
1064;303.6438393363141;285.7412217492699
1065;303.80335884985413;285.74381348517
1066;303.1760284672489;285.7387689875285
1067;303.4992817849618;285.74221919003804
1068;303.3708092250448;285.74154560034475
1069;303.62588927752915;285.7440239883686
1070;303.0606732452377;285.73890581460756
1071;303.42430089065454;285.74230812763943
1072;303.3391297972;285.74158317648136
1073;303.60529764943;285.7440484128574
1074;303.0472886869733;285.7389216905253
1075;303.41560092778263;285.74231844698596
1076;302.92398581790246;285.73779721270887
1077;303.60290842212623;285.744051246808
1078;303.77675375563206;285.7456526585697
1079;303.1587351560046;285.7399644502383
1080;303.48804113265294;285.7429962407994
1081;303.3660600494443;285.7418739042914
1082;303.6228023133888;285.74423738593396
1083;303.0586667185464;285.73904452302503
1084;303.4229966483052;285.7423982881108
1085;303.3385787548074;285.74162126928053
1086;303.6049394718748;285.74407317317684
1087;304.5088570190233;285.75239603668604
1088;305.82694083922064;285.7645243427912
1089;305.30441592131876;285.75971739115255
1090;304.88273363010717;285.75583565239367
1091;305.33942322187437;285.760041648177
1092;306.36680887107383;285.76949399026034
1093;306.3040721285027;285.7689195677903
1094;306.99383066038223;285.77526463800905
1095;306.71163629155313;285.772670488827
1096;307.258747366365;285.77770273668284
1097;305.4232913789576;286.9358305703478
1098;304.96216027034586;288.86932960461274
1099;303.931780823674;290.1197807346975
1100;303.9926784094115;290.9388972114401
1101;303.3028886711956;292.6387621913423
1102;303.59031788285915;299.60812907915766
1103;303.0489379471006;305.3030933496947
1104;303.42952237313494;312.51529833599295
1105;304.4088282144127;321.872059396911
1106;305.7782001923956;337.25494133016014
1107;305.9476025859947;354.20012043394
1108;306.7864571227911;372.14002853840867
1109;306.6115892806931;388.406425349282
1110;305.7780368776654;402.4287089477365
1111;304.5184650593497;416.1344118536264
1112;302.9846829526398;430.7697117600329
1113;301.27269620193067;444.8552366552518
1114;299.4497363569385;460.85167866722225
1115;297.5506919742952;474.6654975667999
1116;297.0429839629794;488.17686663131053
1117;295.9981910407804;499.2320134812503
1118;294.60263734789396;507.5573029034377
1119;292.9768781555256;512.9760682983673
1120;292.64094156525175;517.622606625384
1121;293.1427808406558;521.7662360545464
1122;294.18677116947316;524.4518620292051
1123;294.1475700833997;526.2052520670302
1124;294.8398841772567;527.3372224373196
1125;294.57209353845906;528.0807363323047
1126;295.11582442304524;528.556287209748
1127;294.7514546982216;528.873128434383
1128;293.79658459193;529.0867870223881
1129;292.45765425233265;529.2333768965835
1130;292.30778257602793;530.4514203245762
1131;291.68674628351346;535.150792683569
1132;291.81315449346346;537.6856098488121
1133;292.6126126155755;539.3247815335637
1134;293.84929683293655;540.3817836559961
1135;293.936105136233;541.0772945082333
1136;293.77584102894514;540.6975133445235
1137;293.1689191663729;540.1623009102684
1138;292.0567106051151;539.8226800399166
1139;292.0514843908834;539.593659262274
1140;291.579368198239;539.3534081659963
1141;291.741211826414;539.2886325442257
1142;291.12870083414174;539.2547956019889
1143;291.44827803975073;539.2245343776209
1144;291.3245135148855;539.1974529022303
1145;291.5755562822342;539.1872616227779
1146;292.45619776509284;539.1723487169149
1147;292.219879023281;540.7502378346055
1148;292.1591567166952;541.0431386012826
1149;292.8360293805003;540.6608434355603
1150;293.3107674266891;540.3382464211044
1151;292.86662132490653;539.928777410046
1152;291.8602170081619;539.670889764772
1153;291.9237635528639;539.49499558343
1154;291.5254061441758;539.3117227616847
1155;291.7061364912729;539.2615370314231
1156;291.10590186630003;539.2371835186673
1157;291.4334587106536;539.2130865234618
1158;291.31825234834196;539.1926161838481
1159;291.57148652398087;539.1841177558294
1160;292.4535524222282;539.1703052033986
1161;293.74413463597176;539.1530598324044
1162;293.2273753993231;539.1564936458901
1163;292.8124165071186;539.1606381061567
1164;292.83372448988257;539.1596954665505
1165;292.5565434159823;539.162719289586
1166;293.09383940202906;539.1563962003403
1167;292.486274268329;539.1632908345852
1168;292.3307007719725;539.1650562788085
1169;291.5118686487548;539.1744710294677
1170;291.6973371192492;539.1723234054821
1171;291.4297409759736;539.1753937665017
1172;291.6439541319414;539.1729231845542
1173;292.50065636740254;539.1630287320695
1174;293.7747522003351;539.1483301260405
1175;293.2403113202665;539.1544953449513
1176;292.82082485573187;539.1593392105465
1177;293.2656223378664;539.1541991489646
1178;294.2719800811366;539.1425908970223
1179;294.2088732343794;539.1433127451738
1180;293.8899330540741;539.147001813791
1181;293.2430789827068;539.1544684152923
1182;292.104914485732;539.1675889181822
1183;292.08281691328443;539.1678500331466
1184;291.3507441406075;539.1762869697875
1185;291.7498165203784;539.1716946846767
1186;291.85200323580455;539.170518781368
1187;292.63588828491356;539.1614658699986
1188;293.8626529467173;539.1473142656944
1189;293.27744938561307;539.1540661439551
1190;292.84496459820707;539.159060229899
1191;291.8461401358072;539.1705735976765
1192;291.95912132835025;539.1692807849597
1193;291.9880513609863;539.1689497465519
1194;292.7243195662817;539.1604459973681
1195;293.26270912930283;539.1542406128432
1196;292.83538343160546;539.1591736346762
1197;293.2750854121842;539.154091524649
1198;293.4954076991967;539.1515558481193
1199;292.98663750203644;539.1574285376057
1200;293.3734005579643;539.152957211553
1201;294.3420359242002;539.1417836377047
1202;294.2544095323708;539.1427880266174
